Category,Name,PerkId,Type,Status,Reuse,CurrentPlayback,Reference,BibleAnimationRow,Description,DefinitionFiles,InternalName
Heavy Vibroblade,Blazing Spikes,BlazingSpikes,Toggle,Installed,Shared activation candidate,CastOutAnimation,,149,"While active, this effect delivers 10% of physical damage received back to the attacker. Damage dealt increases by 1% per MGT. (Maximum 40%)",SWLOR.Game.Server/Feature/AbilityDefinition/HeavyVibroblade/BlazingSpikesAbilityDefinition.cs,sw_blaz_spik
Heavy Vibroblade,Earthshatter,Earthshatter,Combat,Installed,,DoubleThrust,https://chatgpt.com/s/m_6a3fe7bd01f0819198b545b822a5f39c,18,You deal weapon DMG + 35 to all enemies in an 8m x 2.5m line from you. Inflicts Force Disruption on each target which disables the use of force abilities for 30 seconds and generates +350 Enmity.,SWLOR.Game.Server/Feature/AbilityDefinition/HeavyVibroblade/EarthshatterAbilityDefinition.cs,sw_earthshtr
Heavy Vibroblade,Flash,Flash,Combat,Installed,,CastOutAnimation,https://chatgpt.com/s/m_6a3fe7aa0b688191bc1ffbae3f88fc70,16,"Enemies within a 5m sphere around you receive Flash, reducing Ability Accuracy by 20% for 30 seconds (physical and Force abilities). Deals no damage. You generate +650 bonus Enmity toward these enemies.",SWLOR.Game.Server/Feature/AbilityDefinition/HeavyVibroblade/FlashAbilityDefinition.cs,sw_flash
Heavy Vibroblade,Fortress Strike,FortressStrike,Combat,Installed,,Native queued weapon swing,https://chatgpt.com/s/m_6a3fe7a1be3c819197e428ac4ec63190,15,Your next attack deals weapon DMG + 30 and generates +550 Enmity plus damage dealt as Enmity. You gain +30% Physical Defense for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/HeavyVibroblade/FortressStrikeAbilityDefinition.cs,sw_fort_stri
Heavy Vibroblade,Rampart,Rampart,Combat,Installed,,ShieldWall,https://chatgpt.com/s/m_6a3fe7b4d5f48191a3a293ad2a04bb2e,17,All allies within a 5m sphere take 15% less physical damage for 1 minute.,SWLOR.Game.Server/Feature/AbilityDefinition/HeavyVibroblade/RampartAbilityDefinition.cs,sw_rampart
Heavy Vibroblade,Sacrificial Blade,SacrificialBlade,Combat,Installed,,DoubleStrike,https://chatgpt.com/s/m_6a3fe78ce94c8191923c385dce69df01,12,Deal weapon DMG + 25 to a single target. Costs 8% max HP.,SWLOR.Game.Server/Feature/AbilityDefinition/HeavyVibroblade/SacrificialBladeAbilityDefinition.cs,sw_sacr_blad
Heavy Vibroblade,Soul Burst,SoulBurst,Combat,Installed,,CastOutAnimation,https://chatgpt.com/s/m_6a3fe7935e0881919f9a8977f0355c6d,13,Deal weapon DMG + 35 to all enemies in a 5m x 5m cone. Costs 40% HP which is reduced by 1% per MGT. (Minimum 10%),SWLOR.Game.Server/Feature/AbilityDefinition/HeavyVibroblade/SoulBurstAbilityDefinition.cs,sw_soulburst
Heavy Vibroblade,Soul Devourer,SoulDevourer,Stance,Installed,Shared activation candidate,CastOutAnimation,,150,"While active, gain +25% Attack and +10% critical chance, but each attack you make deals 45% of the damage back to you. Damage reduced by 1% per MGT. (Minimum 20%)",SWLOR.Game.Server/Feature/AbilityDefinition/HeavyVibroblade/SoulDevourerAbilityDefinition.cs,sw_soul_devo
Heavy Vibroblade,Soul Storm,SoulStorm,Combat,Installed,,Whirlwind,https://chatgpt.com/s/m_6a3fe79af88881919763eacb51c9ec26,14,Sacrifice 40% HP to increase the damage of all allies within a 5m sphere by 20% for 1 minute. HP sacrificed decreases by 1 percentage point per MGT. (Minimum 10%),SWLOR.Game.Server/Feature/AbilityDefinition/HeavyVibroblade/SoulStormAbilityDefinition.cs,sw_soulstorm
Heavy Vibroblade,Soul Strike,SoulStrike,Combat,Installed,,Native queued weapon swing,https://chatgpt.com/s/m_6a3fe784c430819197b751a58dd7821e,11,Your next attack deals +45 DMG and heals you for 30% of damage dealt. Amount healed increases by 1 percentage point per 2 MGT to a maximum of 40%.,SWLOR.Game.Server/Feature/AbilityDefinition/HeavyVibroblade/SoulStrikeAbilityDefinition.cs,sw_soul_stri
Katar,Adamantine Guard,AdamantineGuard,Capstone,Installed,,DoubleStrike,https://chatgpt.com/s/m_6a3feed7eb30819199286c5ceb4124bc,39,"For 45 seconds, gain +25 Guard. Guarded hits reduce damage by an additional 20% and generate 75% more enmity.",SWLOR.Game.Server/Feature/AbilityDefinition/Katar/AdamantineGuardAbilityDefinition.cs,sw_adamguard
Katar,Guard Counter,GuardCounter,Combat,Installed,,DoubleStrike; Native queued weapon swing,https://chatgpt.com/s/m_6a3feebf76d8819188bcb73a39478976,37,"Queue your next auto attack to deal weapon DMG + 28. If you guarded an attack within the last 30 seconds, it deals weapon DMG + 45 instead and inflicts Dazed for 15 seconds.",SWLOR.Game.Server/Feature/AbilityDefinition/Katar/GuardCounterAbilityDefinition.cs,sw_guar_coun
Katar,Hooking Strike,HookingStrike,Combat,Installed,,DoubleStrike,,151,Deals weapon DMG + 38 and inflicts Hamstring for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Katar/HookingStrikeAbilityDefinition.cs,sw_hook_stri
Katar,Interrupting Sweep,InterruptingSweep,Combat,Installed,,DoubleStrike,,152,Deals weapon DMG + 30 to enemies within 5m and interrupts current hostile actions when possible.,SWLOR.Game.Server/Feature/AbilityDefinition/Katar/InterruptingSweepAbilityDefinition.cs,sw_intr_swee
Katar,Iron Wall Stance,IronWallStance,Stance,Installed,Shared activation candidate,DoubleStrike,,153,"While active, grants +25% Defense, +20% Force Defense, and +30% Enmity generation, but reduces Attack by 25%.",SWLOR.Game.Server/Feature/AbilityDefinition/Katar/IronWallStanceAbilityDefinition.cs,sw_ironwall
Katar,Joint Lock,JointLock,Combat,Installed,,DoubleStrike,,154,Deals weapon DMG + 36. Inflicts Dazed for 15 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Katar/JointLockAbilityDefinition.cs,sw_jointlock
Katar,Scrapheap Lockdown,ScrapheapLockdown,Capstone,Installed,,DoubleStrike,,155,Deals weapon DMG + 25 to enemies within 5m of you. Enemies hit suffer Dazed and Hamstring for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Katar/ScrapheapLockdownAbilityDefinition.cs,sw_scra_lock
Katar,Scrapper Stance,ScrapperStance,Stance,Installed,Shared activation candidate,DoubleStrike,,156,"While active, your control effects last +20% longer, but hostile ability cooldowns are increased by 10%.",SWLOR.Game.Server/Feature/AbilityDefinition/Katar/ScrapperStanceAbilityDefinition.cs,sw_scrapstn
Katar,Steel Shoulder,TwinGuardStance,Combat,Installed,,DoubleStrike,,157,"Target party ally becomes Guarded while you gain Guarding. While within 5 meters, the Guarded target gains Guard equal to 50% of your Guard. Only one ward or guard link may protect a target.",SWLOR.Game.Server/Feature/AbilityDefinition/Katar/SteelShoulderAbilityDefinition.cs,sw_steelshld
Katar,Tag In,TwinIntercept,Combat,Installed,,DoubleStrike,,158,Automatically targets your current Guarded ally if they are within 5 meters. Grants that target temporary HP equal to 15% of your maximum HP for 30 seconds and grants you +20 Guard for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Katar/TagInAbilityDefinition.cs,sw_tagin
Katar,Whirling Guard,WhirlingGuard,Combat,Installed,,DoubleStrike,https://chatgpt.com/s/m_6a3feed1190c81918f2c0d047cdf6d64,38,"For 30 seconds, you gain +20 Guard. Whenever you guard a hit, deal 8 physical DMG to that attacker. Your current Guarded target automatically receives the same effect if they are within 5 meters when activated.",SWLOR.Game.Server/Feature/AbilityDefinition/Katar/WhirlingGuardAbilityDefinition.cs,sw_whir_guar
Leadership,Break Morale,BreakMorale,Combat,Installed,,FireForgetTaunt,,159,"Enemies within Leadership range (5m base) suffer Flash, reducing Ability Accuracy by 15%, and Weakened, reducing Attack by 12%, for 30 seconds. SOC scaling can raise these penalties to 18% and 15%. This command applies reliably to valid enemies within Leadership range (5m base).",SWLOR.Game.Server/Feature/AbilityDefinition/Leadership/BreakMoraleAbilityDefinition.cs,sw_brea_mora
Leadership,Charge Order,ChargeOrder,Aura,Installed,Shared activation candidate,PointForward,,160,Aura: Party members within Leadership range (5m base) gain +15% movement speed and +50 Mobility Resistance. SOC scaling can raise these to +18% movement speed and +65 Mobility Resistance.,SWLOR.Game.Server/Feature/AbilityDefinition/Leadership/ChargeOrderAbilityDefinition.cs,sw_char_orde
Leadership,Cleanse Order,CleanseOrder,Combat,Installed,,FireForgetSalute,,161,Removes one major negative status effect from party members within Leadership range (5m base) and grants temporary HP equal to 12% of maximum HP for 30 seconds. SOC scaling can raise temporary HP to 15%.,SWLOR.Game.Server/Feature/AbilityDefinition/Leadership/CleanseOrderAbilityDefinition.cs,sw_clea_orde
Leadership,Coordinated Focus,CoordinatedFocus,Aura,Installed,Shared activation candidate,FollowMe,,162,Aura: Party members within Leadership range (5m base) gain +6% critical hit chance and +8% critical damage. SOC scaling can raise these to +7% and +10%.,SWLOR.Game.Server/Feature/AbilityDefinition/Leadership/CoordinatedFocusAbilityDefinition.cs,sw_coor_focu
Leadership,Decisive Command,DecisiveCommand,Combat,Installed,,PointForward,,163,"For 45 seconds, party members within Leadership range (5m base), including you, gain +12% damage, +6% physical and Force ability hit chance, +6% critical hit chance, and restore 1 STM every 3 seconds. SOC scaling can raise the bonuses to +15%, +8%, and +8%.",SWLOR.Game.Server/Feature/AbilityDefinition/Leadership/DecisiveCommandAbilityDefinition.cs,sw_decis_cmd
Leadership,Field Recovery,FieldRecovery,Aura,Installed,Shared activation candidate,LoopingGetMid,,164,Aura: Party members within Leadership range (5m base) restore 2 STM every 4 seconds. SOC scaling can raise this to 3 STM per tick.,SWLOR.Game.Server/Feature/AbilityDefinition/Leadership/FieldRecoveryAbilityDefinition.cs,sw_fiel_reco
Leadership,Hold the Line,HoldTheLine,Combat,Installed,,ShieldWall,,165,"For 45 seconds, party members within Leadership range (5m base), including you, gain temporary HP equal to 18% of maximum HP, take 18% less damage, and become immune to Mind and Mobility effects. SOC scaling can raise temporary HP and damage reduction to 22%.",SWLOR.Game.Server/Feature/AbilityDefinition/Leadership/HoldTheLineAbilityDefinition.cs,sw_holdline
Leadership,Press the Attack,PressTheAttack,Combat,Installed,,PointForward,,166,Party members within Leadership range (5m base) gain +10% damage and +5% physical and Force ability hit chance for 30 seconds. SOC scaling can raise these to +12% damage and +7% hit chance.,SWLOR.Game.Server/Feature/AbilityDefinition/Leadership/PressTheAttackAbilityDefinition.cs,sw_pres_atta
Leadership,Rallying Standard,RallyingStandard,Aura,Installed,Shared activation candidate,FollowMe,,167,Aura: Party members within Leadership range (5m base) gain +5% physical and Force ability hit chance. SOC scaling can raise this to +6%.,SWLOR.Game.Server/Feature/AbilityDefinition/Leadership/RallyingStandardAbilityDefinition.cs,sw_rall_stan
Leadership,Rousing Shout,RousingShout,Combat,Installed,,FireForgetTaunt,,168,"Bolsters one living ally, granting temporary HP equal to 20% of maximum HP for 30 seconds. SOC scaling can raise this to 25%. If the target is at or below 35% HP, they also take 20% less physical and Force damage, scaling up to 25%.",SWLOR.Game.Server/Feature/AbilityDefinition/Leadership/RousingShoutAbilityDefinition.cs,sw_rous_shou
Leadership,Steady Formation,SteadyFormation,Aura,Installed,Shared activation candidate,FollowMe,,169,"Aura: Party members within Leadership range (5m base) gain +5% evasion chance, +50 Mind Resistance, and +50 Mobility Resistance. SOC scaling can raise these to +6% evasion chance, +65 Mind Resistance, and +65 Mobility Resistance.",SWLOR.Game.Server/Feature/AbilityDefinition/Leadership/SteadyFormationAbilityDefinition.cs,sw_stea_form
Leadership,Watchful Presence,WatchfulPresence,Aura,Installed,Shared activation candidate,LoopingLookFar,,170,Aura: Party members within Leadership range (5m base) take 8% less physical and Force damage. SOC scaling can raise this to 10%.,SWLOR.Game.Server/Feature/AbilityDefinition/Leadership/WatchfulPresenceAbilityDefinition.cs,sw_watc_pres
Lightsaber,Aegis Eternal,AegisEternal,Capstone,Installed,,DoubleStrike,,171,"For 30 seconds, enter Perfect Aegis, replacing Saber Ward: convert 40% of incoming physical damage to Force damage and gain + 8% Defense, + 12% Force Defense, and + 25% Enmity. Embattled is treated as 5 stacks and Deflecting Return reflects 50% of damage, up to 125% of your normal weapon damage.",SWLOR.Game.Server/Feature/AbilityDefinition/Lightsaber/AegisEternalAbilityDefinition.cs,sw_aegi_eter
Lightsaber,Epicenter,Epicenter,Capstone,Installed,,DoubleStrike,,172,"Inflicts Knockdown on enemies within 6m of you for 6 seconds, dealing 25 Force DMG and inflicting Sunder. Enemies that already had Sunder when struck take an additional 15 Force DMG.",SWLOR.Game.Server/Feature/AbilityDefinition/Lightsaber/EpicenterAbilityDefinition.cs,sw_epicenter
Lightsaber,Force Link,SaberForceLink,Combat,Installed,,DoubleStrike,,173,"Target ally becomes your Link for 45 seconds. While within 20m, 45% of the Link's incoming damage is redirected to you as Force damage. Only one ward or guard link may protect a target.",SWLOR.Game.Server/Feature/AbilityDefinition/Lightsaber/ForceLinkAbilityDefinition.cs,sw_forcelink
Lightsaber,Force Sheath,ForceSheath,Combat,Installed,,DoubleStrike; Native queued weapon swing,,174,"On your next hit, deal + 30 Force DMG.",SWLOR.Game.Server/Feature/AbilityDefinition/Lightsaber/ForceSheathAbilityDefinition.cs,sw_forc_shea
Lightsaber,Guardian's Challenge,GuardiansChallenge,Combat,Installed,,DoubleStrike,https://chatgpt.com/s/m_6a3fe5dbd65c8191bccdb46f63441053,10,"Deals weapon DMG + 24 to enemies in an 8m x 3m line. For each struck enemy that damaged you within the last 30 seconds, gain +30% Enmity toward it for 30 seconds.",SWLOR.Game.Server/Feature/AbilityDefinition/Lightsaber/GuardiansChallengeAbilityDefinition.cs,sw_guar_chal
Lightsaber,Imbuement Stance,ImbuementStance,Stance,Installed,Shared activation candidate,DoubleStrike,,175,"While active, your hostile auto-attacks deal Force damage instead of physical and cost 2 FP each.",SWLOR.Game.Server/Feature/AbilityDefinition/Lightsaber/ImbuementStanceAbilityDefinition.cs,sw_imbuestn
Lightsaber,Immovable Stance,ImmovableStance,Stance,Installed,Shared activation candidate,DoubleStrike,,176,"While active, generate + 30% Enmity and gain + 8 Mobility Resistance, but your Attack and Force Attack are reduced by 25%.",SWLOR.Game.Server/Feature/AbilityDefinition/Lightsaber/ImmovableStanceAbilityDefinition.cs,sw_immovstn
Lightsaber,Reprisal,Reprisal,Combat,Installed,,DoubleStrike,,177,"Deals weapon DMG + 30. If the target has damaged you within the last 30 seconds, inflict Dazed for 15 seconds.",SWLOR.Game.Server/Feature/AbilityDefinition/Lightsaber/ReprisalAbilityDefinition.cs,sw_reprisal
Lightsaber,Saber Ward,SaberWard,Combat,Installed,,DoubleStrike,,178,"For 30 seconds, convert 30% of incoming physical damage to Force damage and gain + 6% Defense and + 9% Force Defense. Only the highest rank of Saber Ward applies.",SWLOR.Game.Server/Feature/AbilityDefinition/Lightsaber/SaberWardAbilityDefinition.cs,sw_saberward
Lightsaber,Shattering Strike,ShatteringStrike,Combat,Installed,,DoubleStrike,,179,"Deals weapon DMG + 28 and inflicts Sunder, reducing Defense and Force Defense by 12% for 30 seconds.",SWLOR.Game.Server/Feature/AbilityDefinition/Lightsaber/ShatteringStrikeAbilityDefinition.cs,sw_shat_stri
Lightsaber,Sundering Sweep,SunderingSweep,Combat,Installed,,DoubleStrike,,180,"Deals weapon DMG + 16 to enemies within 3m of you. If at least one struck enemy already has Sunder, spreads Sunder from that enemy to one other enemy in melee range for 30 seconds.",SWLOR.Game.Server/Feature/AbilityDefinition/Lightsaber/SunderingSweepAbilityDefinition.cs,sw_sund_swee
Mimicry,Overclocked Analyzer,OverclockedAnalyzer,Capstone,Installed,,LoopingConjure1,,215,"Overclocks the combat analyzer, granting 2 additional technique slots and an activated ability that briefly boosts your equipped techniques' potency and on-hit effect chance.",SWLOR.Game.Server/Feature/AbilityDefinition/CombatAnalyzer/OverclockedAnalyzerAbilityDefinition.cs,sw_overanlyz
Pistol,Dead Man's Hand,DeadMansHand,Capstone,Installed,,PointPistol,https://chatgpt.com/s/m_6a3ff489b4948191ae682f2f17d1ba23,52,"Deals weapon DMG + 30. If this critically hits, your next three ranged attacks have +20% Critical Rate and no extra attack delay.",SWLOR.Game.Server/Feature/AbilityDefinition/Pistol/DeadMansHandAbilityDefinition.cs,sw_deadhand
Pistol,Disarming Shot,DisarmingShot,Combat,Installed,,PointPistol,https://chatgpt.com/s/m_6a3ff5571f5881918a8f6b9b5378bec4,53,"Deals weapon DMG + 38 and inflicts Disarming Shot for 30 seconds, reducing the target's Attack by 18%.",SWLOR.Game.Server/Feature/AbilityDefinition/Pistol/DisarmingShotAbilityDefinition.cs,sw_disa_shot
Pistol,Double Shot,DoubleShot,Combat,Installed,,DoubleShot,https://chatgpt.com/s/m_6a3ff37a1db08191bae5a69dbfa57476,50,"Fires twice for weapon DMG + 20 each. If either shot critically hits, restore 4 STM.",SWLOR.Game.Server/Feature/AbilityDefinition/Pistol/DoubleShotAbilityDefinition.cs,sw_doub_shot
Pistol,Fan the Hammer,FanTheHammer,Combat,Installed,,PointPistol,https://chatgpt.com/s/m_6a3ff3f1963c8191a6a7e92cc6bd1d19,51,Fires at up to 3 enemies within 5m for weapon DMG + 26. Each hit has +12% Critical Rate.,SWLOR.Game.Server/Feature/AbilityDefinition/Pistol/FanTheHammerAbilityDefinition.cs,sw_fanhammer
Pistol,Gambler Stance,GamblerStance,Stance,Installed,Shared activation candidate,PointPistol,,249,"While active, gain +12% Critical Rate, but non-critical hostile ranged abilities cost 2 additional STM.",SWLOR.Game.Server/Feature/AbilityDefinition/Pistol/GamblerStanceAbilityDefinition.cs,sw_gambl_stn
Pistol,Interrupting Shot,InterruptingShot,Combat,Installed,,PointPistol,https://chatgpt.com/s/m_6a3ff55ebe0c81918e686b927544c95e,54,"Deals weapon DMG + 36. If the target is using an ability, also inflicts Disoriented for 30 seconds.",SWLOR.Game.Server/Feature/AbilityDefinition/Pistol/InterruptingShotAbilityDefinition.cs,sw_intr_shot
Pistol,Last Word,LastWord,Capstone,Installed,,PointPistol,https://chatgpt.com/s/m_6a3ff7d3ae4c81918c21c16da3970181,56,"Deals weapon DMG + 35. For 45 seconds, evading an attack refreshes Snap Roll and quickens your next shot.",SWLOR.Game.Server/Feature/AbilityDefinition/Pistol/LastWordAbilityDefinition.cs,sw_lastword
Pistol,Point Blank Burst,PointBlankBurst,Combat,Installed,,PointPistol,https://chatgpt.com/s/m_6a3ff56613808191a298ad6413e3e2f5,55,"Deals weapon DMG + 30 to enemies within 5m and grants Point Blank Burst, providing +15% Evasion for 30 seconds.",SWLOR.Game.Server/Feature/AbilityDefinition/Pistol/PointBlankBurstAbilityDefinition.cs,sw_ptblkbst
Pistol,Quick Draw,QuickDraw,Combat,Installed,,QuickDraw,https://chatgpt.com/s/m_6a3ff2c1b5c481919e430baf9844a155,49,Deals weapon DMG + 38. Has +18% Critical Rate if used within 30 seconds after switching targets.,SWLOR.Game.Server/Feature/AbilityDefinition/Pistol/QuickDrawAbilityDefinition.cs,sw_quickdraw
Pistol,Skirmisher Stance,SkirmisherStance,Stance,Installed,Shared activation candidate,PointPistol,,250,"While active, grants +15% Evasion and +10% Movement Speed, but reduces Attack by 10%.",SWLOR.Game.Server/Feature/AbilityDefinition/Pistol/SkirmisherStanceAbilityDefinition.cs,sw_skirmstn
Rifle,Aimed Shot,AimedShot,Combat,Installed,,PointPistol,https://chatgpt.com/s/m_6a3ff929e9f081919edfe50f6a9bc5bd,57,"Deals weapon DMG + 38. If you have not attacked for 3 seconds, this deals +26 DMG.",SWLOR.Game.Server/Feature/AbilityDefinition/Rifle/AimedShotAbilityDefinition.cs,sw_aimedshot
Rifle,Crippling Shot,CripplingShot,Combat,Installed,,PointPistol,https://chatgpt.com/s/m_6a3ff959cff8819195f3e521c2094032,62,Deals weapon DMG + 36 and inflicts Hamstring for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Rifle/CripplingShotAbilityDefinition.cs,sw_criplshot
Rifle,Headshot,Headshot,Combat,Installed,,Native queued weapon swing; PointPistol,https://chatgpt.com/s/m_6a3ff9421f988191a70ab53a7cecaebc,60,"Queues your next auto-attack to deal weapon DMG + 30. If Headshot is used after 3 seconds without attacking, that attack gains +25% Critical Rate.",SWLOR.Game.Server/Feature/AbilityDefinition/Rifle/HeadshotAbilityDefinition.cs,sw_headshot
Rifle,Kill Box,KillBox,Capstone,Installed,,PointPistol,,251,"Target an enemy or location to deal weapon DMG + 20 to enemies within 8m and apply Kill Box for 45 seconds. While Kill Box remains, any player's ranged attacks against affected enemies add Suppression stacks lasting 30 seconds using the Kill Box caster's Suppressing Shot stack strength; each stack reduces Evasion by an additional 3%.",SWLOR.Game.Server/Feature/AbilityDefinition/Rifle/KillBoxAbilityDefinition.cs,sw_killbox
Rifle,One Shot,OneShot,Capstone,Installed,,PointPistol,https://chatgpt.com/s/m_6a3ff9494ef08191b725662a6b7db435,61,"Deals weapon DMG + 50. If used after 3 seconds without attacking, gains +25% Critical Rate and ignores 25% Defense.",SWLOR.Game.Server/Feature/AbilityDefinition/Rifle/OneShotAbilityDefinition.cs,sw_oneshot
Rifle,Piercing Round,PiercingRound,Combat,Installed,,PointPistol,https://chatgpt.com/s/m_6a3ff93387f88191ba24c62c9810a099,58,Deals weapon DMG + 36 in a 20m x 3m line and ignores 20% Defense.,SWLOR.Game.Server/Feature/AbilityDefinition/Rifle/PiercingRoundAbilityDefinition.cs,sw_pier_roun
Rifle,Sniper Stance,SniperStance,Stance,Installed,Shared activation candidate,PointPistol,,252,"While active, long-range hostile ranged abilities deal +15% damage, but attack delay is increased by 15%.",SWLOR.Game.Server/Feature/AbilityDefinition/Rifle/SniperStanceAbilityDefinition.cs,sw_sniperstn
Rifle,Suppressing Shot,SuppressingShot,Combat,Installed,,PointPistol,,253,Deals weapon DMG + 38. Grants a Suppression stack for 30 seconds. Your Suppression stacks reduce Evasion by 5% each.,SWLOR.Game.Server/Feature/AbilityDefinition/Rifle/SuppressingShotAbilityDefinition.cs,sw_supprshot
Rifle,Suppression Stance,SuppressionStance,Stance,Installed,Shared activation candidate,PointPistol,,254,"While active, ranged attacks gain +10% Haste and add Suppression stacks lasting 30 seconds using your Suppressing Shot stack strength, but critical damage is reduced by 10%.",SWLOR.Game.Server/Feature/AbilityDefinition/Rifle/SuppressionStanceAbilityDefinition.cs,sw_supprstn
Rifle,Suppressive Line,SuppressiveLine,Combat,Installed,,PointPistol,https://chatgpt.com/s/m_6a3ff93ab4f08191aca5d7136d5b2830,59,Deals weapon DMG + 30 in a 20m x 3m line. Targets hit by multiple Suppression stacks are Disoriented for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Rifle/SuppressiveLineAbilityDefinition.cs,sw_supprline
Saberstaff,Circle Slash,CircleSlash,Combat,Installed,,DoubleStrike,https://chatgpt.com/s/m_6a3fed315eb4819195d121b9e931ee33,30,Deals weapon DMG + 36 to enemies within 5m and grants +8 Ranged Deflection for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Saberstaff/CircleSlashAbilityDefinition.cs,sw_circslash
Saberstaff,Conduit Stance,ConduitStance,Stance,Installed,Shared activation candidate,DoubleStrike,,255,"While active, Saberstaff abilities restore FP equal to 25% of STM spent and Force abilities restore STM equal to 25% of FP spent, but Attack and Force Attack are reduced by 10%.",SWLOR.Game.Server/Feature/AbilityDefinition/Saberstaff/ConduitStanceAbilityDefinition.cs,sw_condstn
Saberstaff,Double Strike,DoubleStrike,Combat,Installed,,DoubleStrike,https://chatgpt.com/s/m_6a3fecf4fa2c81918c225fa425db24f2,29,"Strikes twice for weapon DMG + 23 each. If both hits land, gain +5 FP.",SWLOR.Game.Server/Feature/AbilityDefinition/Saberstaff/DoubleStrikeAbilityDefinition.cs,sw_doub_stri
Saberstaff,Focused Arc,FocusedArc,Combat,Installed,,DoubleStrike,https://chatgpt.com/s/m_6a3fed1db99c81918c206e57f8d9278d,33,"Deals weapon DMG + 38. If FP and STM are both above 60%, this deals +10 DMG.",SWLOR.Game.Server/Feature/AbilityDefinition/Saberstaff/FocusedArcAbilityDefinition.cs,sw_focus_arc
Saberstaff,Guarded Channel,GuardedChannel,Combat,Installed,,DoubleStrike,https://chatgpt.com/s/m_6a3fed2441348191876b215fa365c80b,34,Deals weapon DMG + 36 and grants +20% Defense while both FP and STM are above 40%.,SWLOR.Game.Server/Feature/AbilityDefinition/Saberstaff/GuardedChannelAbilityDefinition.cs,sw_guar_chan
Saberstaff,Infinite Conduit,InfiniteConduit,Capstone,Installed,,DoubleStrike,https://chatgpt.com/s/m_6a3fed0138f88191bce1e1ce63928598,36,"For 45 seconds, Saberstaff abilities restore FP equal to 50% of STM spent and Force abilities restore STM equal to 50% of FP spent. When both resources are above 70%, hostile combat abilities also deal +20 DMG.",SWLOR.Game.Server/Feature/AbilityDefinition/Saberstaff/InfiniteConduitAbilityDefinition.cs,sw_infcond
Saberstaff,Maelstrom Arc,MaelstromArc,Combat,Installed,,DoubleStrike,https://chatgpt.com/s/m_6a3fed10e6e481919b13b472c15510a7,31,"Deals weapon DMG + 30 in a 5m x 5m cone. If your Ranged Deflection negated a ranged weapon auto-attack in the last 30 seconds, restore 8 FP.",SWLOR.Game.Server/Feature/AbilityDefinition/Saberstaff/MaelstromArcAbilityDefinition.cs,sw_maelarc
Saberstaff,Saber Cyclone,SaberCyclone,Capstone,Installed,,DoubleStrike,https://chatgpt.com/s/m_6a3fed37bd988191b63f6fb90f4504b4,32,"For 45 seconds, area combat abilities restore 4 FP and grant +8 Ranged Deflection for 30 seconds.",SWLOR.Game.Server/Feature/AbilityDefinition/Saberstaff/SaberCycloneAbilityDefinition.cs,sw_sabe_cycl
Saberstaff,Sever Focus,SeverFocus,Combat,Installed,,DoubleStrike,https://chatgpt.com/s/m_6a3fed2c09788191a4341f85af19a06f,35,"Deals weapon DMG + 30. If either FP or STM is above 80%, drains 8 of that resource from the target.",SWLOR.Game.Server/Feature/AbilityDefinition/Saberstaff/SeverFocusAbilityDefinition.cs,sw_seve_focu
Saberstaff,Tempest Stance,TempestStance,Stance,Installed,Shared activation candidate,DoubleStrike,,256,"While active, area combat abilities gain +10% damage and +5 Ranged Deflection for 30 seconds, but single-target damage is reduced by 10%.",SWLOR.Game.Server/Feature/AbilityDefinition/Saberstaff/TempestStanceAbilityDefinition.cs,sw_tempe_stn
Spear,Crippling Defense,CripplingDefense,Capstone,Installed,,DoubleStrike,,257,"Deals weapon DMG + 30. For 45 seconds, your high-STM abilities also inflict Exposed for 30 seconds.",SWLOR.Game.Server/Feature/AbilityDefinition/Spear/CripplingDefenseAbilityDefinition.cs,sw_crip_defe
Spear,Disabling Strike,DisablingStrike,Combat,Installed,,DoubleStrike,https://chatgpt.com/s/m_6a3fe871140081918c87ef4e2429460a,20,"Deals weapon DMG + 38. Inflicts Foggy Mind for 30 seconds, increasing ability costs.",SWLOR.Game.Server/Feature/AbilityDefinition/Spear/DisablingStrikeAbilityDefinition.cs,sw_disa_stri
Spear,Disruption Field,DisruptionField,Combat,Installed,,DoubleStrike,https://chatgpt.com/s/m_6a3fe8905f688191b14ae04d2c3db16e,22,Deals weapon DMG + 30 to enemies within 5m of you and inflicts Force Disruption for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Spear/DisruptionFieldAbilityDefinition.cs,sw_disr_fiel
Spear,Forcebane,Forcebane,Capstone,Installed,,DoubleStrike,,258,"Deals weapon DMG + 25 to enemies within 5m of you. Enemies hit suffer Foggy Mind, Force Disruption, and -20% Ability Accuracy for 45 seconds.",SWLOR.Game.Server/Feature/AbilityDefinition/Spear/ForcebaneAbilityDefinition.cs,sw_forcebane
