Octotench	Tank	44	1126	13	13	19	17	22	15	29	11	AGI	VIT	4	4	27	54	54	36	36	36	36	3	1	2	Octotench	OctopusMediumCCP	4281	442	0.66	N	JuvenileChirodactyl	10	Black	Blue	White	1	1	1	MF	Porg	10			Purple			3		Tank40	19	122	139	128	135	158	6	2	3
Purbole	Evasion	44	426	16	7	14	31	17	17	27	8	AGI	PER	4	36	54	36	36	27	27	18	18	1	1	4	Purbole	Gibberling1Eremis	315	250	1	N	TundraPonderer	30								UnderseaCarver	10	Green	Blue		1	1			Evasion40	24	131	113	113	161	179	3	3	10
Qion Slug	Tank	44	1126	13	13	19	11	34	22	19	11	VIT	MGT	4	4	27	54	54	36	36	36	36	3	1	2	QionSlug	SlugHugeCCP	92	397	0.5	N	StonecladBehemoth	5	Red	Blue	Blue	2	2	2	MTWRFU	MutatedBoar	50								Tank40	19	119	157	139	150	128	12	6	0
Qion Tiger	Damage	44	470	22	14	24	22	19	14	24	11	MGT	AGI	54	54	27	18	27	36	36	4	4	2	1	4	QionTiger	CatTigerWhiteProjectQ	165	16	1	N	BinarianSabercat	20								BomaBeastBaby	30							WRU	Damage40	43	174	98	100	170	143	4	2	6
Raivor	Balanced	44	832	27	27	29	22	19	10	19	15	VIT	PER	36	36	36	36	36	27	27	27	27	3	3	3	Raivor	LizardLargeBrownbabayaga	1268	97	1	N	Katarn	15								Tach	40								Balanced40	43	154	116	103	137	137	4	0	6
Sand Beetle	Damage	44	558	22	14	29	19	19	12	25	10	MGT	AGI	54	54	27	18	27	36	36	4	4	2	1	4	SandBeetle	BeetleSlicerMedium	154	9	1	N	Dewback	25		Red			1			Tyrannosaurus	5	Red	Orange	Purple	1	1	1	M	Damage40	43	175	98	97	185	146	4	1	4
Sand Demon	Bruiser	44	798	36	19	27	15	27	20	19	8	VIT	MGT	54	36	27	54	27	18	18	9	9	0	0	0	SandDemon	DemonBebilith1	718	390	0.5	N	BlisteringBeetle	30								Hssiss	20								Bruiser40	27	177	146	109	161	128	8	5	2
Sandswimmer	Force	44	636	6	32	17	17	26	26	19	8	WIL	VIT	4	4	36	9	54	27	27	18	54	4	4	4	Sandswimmer	Aranea	143	396	1	N	Stegosaurus	5	Green		Red	1		1	SU	MushWarrior	15								Force40	24	126	100	145	126	137	8	8	3
Scorchellus	Balanced	44	788	27	27	27	19	24	21	14	10	VIT	MGT	36	36	36	36	36	27	27	27	27	3	3	3	Scorchellus	ScutellusPLUSHHYENAofDOOM	2096	442	1	N	SinkCrab	50								Triceratops	5	Orange	Red	White	1	1	1	T	Balanced40	43	159	124	119	152	122	7	5	4
Shear Mite	Damage	44	514	22	14	27	14	19	17	30	8	AGI	MGT	54	54	27	18	27	36	36	4	4	2	1	4	ShearMite	BeetleStagMedium	156	9	1	N	Ronto	40								Frog	80								Damage40	43	177	98	104	188	161	4	3	2
Shyrack	Balanced	44	700	27	27	24	27	22	16	14	11	PER	MGT	36	36	36	36	36	27	27	27	27	3	3	3	Shyrack	SWLORShyrack	184	65535	1	N	DathomirWyrmling	40								Spinosaurus	5	Blue	Yellow	Red	1	1	1	R	Balanced40	43	156	121	112	161	122	6	3	8
Sprantal	Damage	44	470	22	14	24	29	19	16	17	7	PER	MGT	54	54	27	18	27	36	36	4	4	2	1	4	Sprantal	MdrnMutantAlligator	623	902	1	N	Torosaurus	5	Green	Yellow		1	1		MF	UbeseThorn	75								Damage40	43	174	98	103	185	122	4	3	9
Squellbug	Damage	44	470	22	14	24	17	17	16	34	7	AGI	MGT	54	54	27	18	27	36	36	4	4	2	1	4	Squellbug	InsectTickGiantCCP	154	9	1	N	MutatedFrog	50			White			1		HutlarPenguin	15		Blue	White		1	1		Damage40	43	174	95	103	200	173	3	3	3
Ssurian	Tank	44	1170	13	13	20	22	26	17	22	6	VIT	PER	4	4	27	54	54	36	36	36	36	3	1	2	Ssurian	CrocAztecheadtexturehydromancerx	315	250	0.5	N	OrbakWaterHorse	40								BomaBeast	10								Tank40	19	122	145	131	126	137	8	3	6
Valley Cairnmog	Bruiser	44	710	36	19	25	19	25	14	19	15	VIT	MGT	54	36	27	54	27	18	18	9	9	0	0	0	ValleyCairnmog	MonsterANexorcist	819	53	0.75	N	GiantGaruBear	35		Red			1			BurrowberryBird	80								Bruiser40	27	175	143	100	155	128	7	2	4
Valley Cairnmog Alpha	Bruiser	44	710	36	19	25	16	25	14	19	14	VIT	MGT	54	36	27	54	27	18	18	9	9	0	0	0	ValleyCairnmogAlpha	MonsterANexorcist	819	104	0.75	N	Orray	35								Allosaurus	5	Black	Green	Orange	1	1	1	W	Bruiser40	27	175	143	100	155	128	7	2	3
Valley Nashtah	Balanced	44	568	27	27	19	24	15	19	24	12	PER	AGI	36	36	36	36	36	27	27	27	27	3	3	3	ValleyNashtah	Basilisk	625	396	1	N	Aardvark	50								Blastail	15								Balanced40	43	156	110	116	152	152	2	4	7
Viper	Evasion	44	514	16	7	17	34	14	12	25	12	PER	AGI	4	36	54	36	36	27	27	18	18	1	1	4	Viper	SnakeViperSwampMediumMaleioch	2104	260	1	N	Crocodile	30			Blue			1		Weasel	25								Evasion40	24	125	109	106	182	173	2	1	12
Warocas	Balanced	44	568	27	27	19	19	19	19	19	19	SOC	WIL	36	36	36	36	36	27	27	27	27	3	3	3	Warocas	BirdOstrichProjectQ	168	452	1	N	Grutchin	50								BurrowberryPack	10								Balanced40	43	151	116	116	137	137	4	4	4
Wildwoods Kinrath	Evasion	44	558	16	7	20	27	12	17	20	17	PER	AGI	4	36	54	36	36	27	27	18	18	1	1	4	WildwoodsKinrath	SWLORKinrath	302	88	1	N	MutatedBoar	50			White			1		BrambleLynx	15								Evasion40	24	120	106	113	161	158	1	3	8
Womprat	Evasion	44	602	16	7	21	29	12	19	24	10	PER	AGI	4	36	54	36	36	27	27	18	18	1	1	4	Womprat	RodentCapybarahydromancerx	603	249	1	N	SwampRat	50		Yellow			1			BalanoroForceMite	15								Evasion40	24	124	106	116	167	170	1	4	9
Aradile	Bruiser	45	860	37	19	29	12	31	19	16	12	VIT	MGT	55	37	28	55	28	18	18	9	9	0	0	0	Aradile	LizardGiantBrownCCP	4279	442	1	N	Bearbug	10	Blue			1				Wraid	50								Bruiser40	27	182	154	109	175	121	10	4	1
Crystal Spider	Force	45	830	6	33	22	10	22	22	27	12	AGI	WIL	5	5	37	9	55	28	28	18	55	4	5	4	CrystalSpider	SpiderCrystalBCCCPLUSHHYENAofDOOM	300	88	0.75	N	RazorhideHound	50								Tukata	10		Blue	Orange		1	1		Force40	24	125	95	141	131	163	6	6	0
Gimpassa	Force	45	785	6	33	21	5	27	24	24	13	VIT	WIL	5	5	37	9	55	28	28	18	55	4	5	4	Gimpassa	TortoiseMediumCCP	1039	452	1	N	JuvenileRancor	5	Orange	Orange	Orange	1	1	1		Cragscale	30	Red	Red		2	1			Force40	24	127	102	144	131	154	8	7	0
Jungle Bug	Evasion	45	795	16	7	27	17	17	12	34	8	MGT	AGI	5	37	55	37	37	28	28	18	18	1	1	5	JungleBug	InsectWaspGiantShadowM	2067	6	1	N	StingingSwarm	30								RoyalPlumage	10							S	Evasion40	24	137	115	108	163	202	3	1	3
Kath Hound	Damage	45	480	23	14	25	20	20	8	20	20	AGI	MGT	55	55	28	18	28	37	37	5	5	2	1	5	KathHound	SWLORKathHound	321	919	1	N	HornedKathHound	50								Hanadak	10	Black	Yellow	Purple	1	1	1		Damage40	43	178	101	93	160	133	5	0	5
K'lor'slug	Tank	45	1420	13	13	24	19	30	15	16	12	VIT	MGT	5	5	28	55	55	37	37	37	37	3	1	2	Klorslug	BuletteSmallUndeadPLUSHHYENAofDOOM	819	396	0.66	N	Dreamwalker	10			White			3		DeepwoodsRager	20								Tank40	19	127	153	130	140	121	10	2	4
Microtench	Evasion	45	525	16	7	17	17	19	17	32	11	AGI	VIT	5	37	55	37	37	28	28	18	18	1	1	5	Microtench	OctopusSmallCCP	4281	442	1	N	SereneGrovetreader	20								SpeckledSeer	30								Evasion40	24	122	118	115	178	196	4	3	3
Moraband Serpent	Force	45	785	6	33	20	25	13	30	16	11	WIL	PER	5	5	37	9	55	28	28	18	55	4	5	4	MorabandSerpent	SnakeViperSwampLargeMaleioch	2104	97	1	N	Terentatek	5	Black	Green	Orange	1	1	2	TWR	SpinedCrawler	20								Force40	24	128	81	153	140	130	1	10	7
Octotench	Tank	45	1150	13	13	19	17	22	16	29	11	AGI	VIT	5	5	28	55	55	37	37	37	37	3	1	2	Octotench	OctopusMediumCCP	4281	442	0.66	N	JuvenileChirodactyl	10	Black	Blue	White	1	1	1	MF	Porg	10			Purple			3		Tank40	19	125	141	132	137	160	6	3	3
Purbole	Evasion	45	435	16	7	15	31	17	17	27	8	AGI	PER	5	37	55	37	37	28	28	18	18	1	1	5	Purbole	Gibberling1Eremis	315	250	1	N	TundraPonderer	30								UnderseaCarver	10	Green	Blue		1	1			Evasion40	24	134	115	115	163	181	3	3	10
Qion Slug	Tank	45	1150	13	13	19	11	34	22	19	11	VIT	MGT	5	5	28	55	55	37	37	37	37	3	1	2	QionSlug	SlugHugeCCP	92	397	0.5	N	StonecladBehemoth	5	Red	Blue	Blue	2	2	2	MTWRFU	MutatedBoar	50								Tank40	19	122	159	141	152	130	12	6	0
Qion Tiger	Damage	45	480	23	14	24	22	19	15	24	11	MGT	AGI	55	55	28	18	28	37	37	5	5	2	1	5	QionTiger	CatTigerWhiteProjectQ	165	16	1	N	BinarianSabercat	20								BomaBeastBaby	30							WRU	Damage40	43	177	99	103	172	145	4	2	6
Raivor	Balanced	45	850	27	27	29	22	19	10	19	16	VIT	PER	37	37	37	37	37	28	28	28	28	3	3	3	Raivor	LizardLargeBrownbabayaga	1268	97	1	N	Katarn	15								Tach	40								Balanced40	43	157	118	105	139	139	4	0	6
Sand Beetle	Damage	45	570	23	14	29	19	19	13	25	10	MGT	AGI	55	55	28	18	28	37	37	5	5	2	1	5	SandBeetle	BeetleSlicerMedium	154	9	1	N	Dewback	25		Red			1			Tyrannosaurus	5	Red	Orange	Purple	1	1	1	M	Damage40	43	178	99	100	187	148	4	1	4
Sand Demon	Bruiser	45	815	37	19	27	16	27	20	19	8	VIT	MGT	55	37	28	55	28	18	18	9	9	0	0	0	SandDemon	DemonBebilith1	718	390	0.5	N	BlisteringBeetle	30								Hssiss	20								Bruiser40	27	180	148	111	163	130	8	5	3
Sandswimmer	Force	45	650	6	33	17	17	26	26	19	8	WIL	VIT	5	5	37	9	55	28	28	18	55	4	5	4	Sandswimmer	Aranea	143	396	1	N	Stegosaurus	5	Green		Red	1		1	SU	MushWarrior	15								Force40	24	129	101	147	128	139	8	8	3
Scorchellus	Balanced	45	805	27	27	27	19	24	21	15	10	VIT	MGT	37	37	37	37	37	28	28	28	28	3	3	3	Scorchellus	ScutellusPLUSHHYENAofDOOM	2096	442	1	N	SinkCrab	50								Triceratops	5	Orange	Red	White	1	1	1	T	Balanced40	43	162	126	121	154	127	7	5	4
Shear Mite	Damage	45	525	23	14	27	15	19	17	30	8	AGI	MGT	55	55	28	18	28	37	37	5	5	2	1	5	ShearMite	BeetleStagMedium	156	9	1	N	Ronto	40								Frog	80								Damage40	43	180	99	106	190	163	4	3	2
Shyrack	Balanced	45	715	27	27	24	27	22	16	15	12	PER	MGT	37	37	37	37	37	28	28	28	28	3	3	3	Shyrack	SWLORShyrack	184	65535	1	N	DathomirWyrmling	40								Spinosaurus	5	Blue	Yellow	Red	1	1	1	R	Balanced40	43	159	123	114	163	127	6	3	8
Sprantal	Damage	45	480	23	14	24	29	19	16	17	7	PER	MGT	55	55	28	18	28	37	37	5	5	2	1	5	Sprantal	MdrnMutantAlligator	623	902	1	N	Torosaurus	5	Green	Yellow		1	1		MF	UbeseThorn	75								Damage40	43	177	99	105	187	124	4	3	9
Squellbug	Damage	45	480	23	14	24	17	17	16	34	7	AGI	MGT	55	55	28	18	28	37	37	5	5	2	1	5	Squellbug	InsectTickGiantCCP	154	9	1	N	MutatedFrog	50			White			1		HutlarPenguin	15		Blue	White		1	1		Damage40	43	177	96	105	202	175	3	3	3
Ssurian	Tank	45	1195	13	13	20	22	26	17	22	6	VIT	PER	5	5	28	55	55	37	37	37	37	3	1	2	Ssurian	CrocAztecheadtexturehydromancerx	315	250	0.5	N	OrbakWaterHorse	40								BomaBeast	10								Tank40	19	125	147	133	128	139	8	3	6
Valley Cairnmog	Bruiser	45	725	37	19	25	19	25	15	19	16	VIT	MGT	55	37	28	55	28	18	18	9	9	0	0	0	ValleyCairnmog	MonsterANexorcist	819	53	0.75	N	GiantGaruBear	35		Red			1			BurrowberryBird	80								Bruiser40	27	178	145	103	157	130	7	2	4
Valley Cairnmog Alpha	Bruiser	45	725	37	19	25	16	25	15	19	15	VIT	MGT	55	37	28	55	28	18	18	9	9	0	0	0	ValleyCairnmogAlpha	MonsterANexorcist	819	104	0.75	N	Orray	35								Allosaurus	5	Black	Green	Orange	1	1	1	W	Bruiser40	27	178	145	103	157	130	7	2	3
Valley Nashtah	Balanced	45	580	27	27	19	24	16	19	24	13	PER	AGI	37	37	37	37	37	28	28	28	28	3	3	3	ValleyNashtah	Basilisk	625	396	1	N	Aardvark	50								Blastail	15								Balanced40	43	159	114	118	154	154	3	4	7
Viper	Evasion	45	525	16	7	17	34	15	13	25	13	PER	AGI	5	37	55	37	37	28	28	18	18	1	1	5	Viper	SnakeViperSwampMediumMaleioch	2104	260	1	N	Crocodile	30			Blue			1		Weasel	25								Evasion40	24	128	112	109	184	175	2	1	12
Warocas	Balanced	45	580	27	27	19	19	19	19	19	19	SOC	WIL	37	37	37	37	37	28	28	28	28	3	3	3	Warocas	BirdOstrichProjectQ	168	452	1	N	Grutchin	50								BurrowberryPack	10								Balanced40	43	154	118	118	139	139	4	4	4
Wildwoods Kinrath	Evasion	45	570	16	7	20	27	13	17	20	17	PER	AGI	5	37	55	37	37	28	28	18	18	1	1	5	WildwoodsKinrath	SWLORKinrath	302	88	1	N	MutatedBoar	50			White			1		BrambleLynx	15								Evasion40	24	123	109	115	163	160	1	3	8
Womprat	Evasion	45	615	16	7	21	29	13	19	24	10	PER	AGI	5	37	55	37	37	28	28	18	18	1	1	5	Womprat	RodentCapybarahydromancerx	603	249	1	N	SwampRat	50		Yellow			1			BalanoroForceMite	15								Evasion40	24	127	109	118	169	172	1	4	9
Aradile	Bruiser	46	878	38	20	29	12	31	20	17	12	VIT	MGT	56	38	28	56	28	19	19	9	9	0	0	0	Aradile	LizardGiantBrownCCP	4279	442	1	N	Bearbug	10	Blue			1				Wraid	50								Bruiser40	27	185	156	112	177	125	10	5	1
Crystal Spider	Force	46	848	7	34	22	10	22	22	27	12	AGI	WIL	5	5	38	9	56	28	28	19	56	4	5	4	CrystalSpider	SpiderCrystalBCCCPLUSHHYENAofDOOM	300	88	0.75	N	RazorhideHound	50								Tukata	10		Blue	Orange		1	1		Force40	24	127	96	143	132	165	6	6	0
Gimpassa	Force	46	802	7	34	21	5	27	24	24	13	VIT	WIL	5	5	38	9	56	28	28	19	56	4	5	4	Gimpassa	TortoiseMediumCCP	1039	452	1	N	JuvenileRancor	5	Orange	Orange	Orange	1	1	1		Cragscale	30	Red	Red		2	1			Force40	24	129	103	146	132	156	8	7	0
Jungle Bug	Evasion	46	812	17	8	27	18	18	12	34	8	MGT	AGI	5	38	56	38	38	28	28	19	19	1	1	5	JungleBug	InsectWaspGiantShadowM	2067	6	1	N	StingingSwarm	30								RoyalPlumage	10							S	Evasion40	24	139	119	110	165	204	4	1	4
Kath Hound	Damage	46	490	23	14	25	21	21	8	21	21	AGI	MGT	56	56	28	19	28	38	38	5	5	2	1	5	KathHound	SWLORKathHound	321	919	1	N	HornedKathHound	50								Hanadak	10	Black	Yellow	Purple	1	1	1		Damage40	43	181	104	94	165	137	5	0	5
K'lor'slug	Tank	46	1450	13	13	24	20	30	15	17	12	VIT	MGT	5	5	28	56	56	38	38	38	38	3	1	2	Klorslug	BuletteSmallUndeadPLUSHHYENAofDOOM	819	396	0.66	N	Dreamwalker	10			White			3		DeepwoodsRager	20								Tank40	19	129	155	132	141	125	10	2	5
Microtench	Evasion	46	536	17	8	18	18	20	18	32	11	AGI	VIT	5	38	56	38	38	28	28	19	19	1	1	5	Microtench	OctopusSmallCCP	4281	442	1	N	SereneGrovetreader	20								SpeckledSeer	30								Evasion40	24	125	122	119	180	198	5	4	4
Moraband Serpent	Force	46	802	7	34	21	25	13	30	16	11	WIL	PER	5	5	38	9	56	28	28	19	56	4	5	4	MorabandSerpent	SnakeViperSwampLargeMaleioch	2104	97	1	N	Terentatek	5	Black	Green	Orange	1	1	2	TWR	SpinedCrawler	20								Force40	24	130	82	155	141	132	1	10	7
Octotench	Tank	46	1174	13	13	20	18	22	16	29	11	AGI	VIT	5	5	28	56	56	38	38	38	38	3	1	2	Octotench	OctopusMediumCCP	4281	442	0.66	N	JuvenileChirodactyl	10	Black	Blue	White	1	1	1	MF	Porg	10			Purple			3		Tank40	19	127	143	134	138	161	6	3	4
Purbole	Evasion	46	444	17	8	15	31	18	18	27	8	AGI	PER	5	38	56	38	38	28	28	19	19	1	1	5	Purbole	Gibberling1Eremis	315	250	1	N	TundraPonderer	30								UnderseaCarver	10	Green	Blue		1	1			Evasion40	24	136	119	119	165	183	4	4	10
Qion Slug	Tank	46	1174	13	13	20	11	34	22	20	11	VIT	MGT	5	5	28	56	56	38	38	38	38	3	1	2	QionSlug	SlugHugeCCP	92	397	0.5	N	StonecladBehemoth	5	Red	Blue	Blue	2	2	2	MTWRFU	MutatedBoar	50								Tank40	19	125	161	143	153	134	12	6	0
Qion Tiger	Damage	46	490	23	14	24	22	20	15	24	11	MGT	AGI	56	56	28	19	28	38	38	5	5	2	1	5	QionTiger	CatTigerWhiteProjectQ	165	16	1	N	BinarianSabercat	20								BomaBeastBaby	30							WRU	Damage40	43	180	103	104	174	146	5	2	6
Raivor	Balanced	46	868	28	28	29	22	20	10	20	16	VIT	PER	38	38	38	38	38	28	28	28	28	3	3	3	Raivor	LizardLargeBrownbabayaga	1268	97	1	N	Katarn	15								Tach	40								Balanced40	43	160	122	107	144	144	5	0	6
Sand Beetle	Damage	46	582	23	14	29	20	20	13	25	10	MGT	AGI	56	56	28	19	28	38	38	5	5	2	1	5	SandBeetle	BeetleSlicerMedium	154	9	1	N	Dewback	25		Red			1			Tyrannosaurus	5	Red	Orange	Purple	1	1	1	M	Damage40	43	181	103	101	189	149	5	1	5
Sand Demon	Bruiser	46	832	38	20	27	16	27	21	20	8	VIT	MGT	56	38	28	56	28	19	19	9	9	0	0	0	SandDemon	DemonBebilith1	718	390	0.5	N	BlisteringBeetle	30								Hssiss	20								Bruiser40	27	183	150	113	165	134	8	5	3
Sandswimmer	Force	46	664	7	34	18	18	26	26	20	8	WIL	VIT	5	5	38	9	56	28	28	19	56	4	5	4	Sandswimmer	Aranea	143	396	1	N	Stegosaurus	5	Green		Red	1		1	SU	MushWarrior	15								Force40	24	131	102	149	129	144	8	8	4
Scorchellus	Balanced	46	822	28	28	27	20	24	21	15	10	VIT	MGT	38	38	38	38	38	28	28	28	28	3	3	3	Scorchellus	ScutellusPLUSHHYENAofDOOM	2096	442	1	N	SinkCrab	50								Triceratops	5	Orange	Red	White	1	1	1	T	Balanced40	43	165	128	123	156	129	7	5	5
Shear Mite	Damage	46	536	23	14	27	15	20	18	30	8	AGI	MGT	56	56	28	19	28	38	38	5	5	2	1	5	ShearMite	BeetleStagMedium	156	9	1	N	Ronto	40								Frog	80								Damage40	43	183	103	109	192	164	5	4	2
Shyrack	Balanced	46	730	28	28	24	27	22	17	15	12	PER	MGT	38	38	38	38	38	28	28	28	28	3	3	3	Shyrack	SWLORShyrack	184	65535	1	N	DathomirWyrmling	40								Spinosaurus	5	Blue	Yellow	Red	1	1	1	R	Balanced40	43	162	125	117	165	129	6	3	8
Sprantal	Damage	46	490	23	14	24	29	20	17	18	7	PER	MGT	56	56	28	19	28	38	38	5	5	2	1	5	Sprantal	MdrnMutantAlligator	623	902	1	N	Torosaurus	5	Green	Yellow		1	1		MF	UbeseThorn	75								Damage40	43	180	103	107	189	128	5	3	9
Squellbug	Damage	46	490	23	14	24	18	18	17	34	7	AGI	MGT	56	56	28	19	28	38	38	5	5	2	1	5	Squellbug	InsectTickGiantCCP	154	9	1	N	MutatedFrog	50			White			1		HutlarPenguin	15		Blue	White		1	1		Damage40	43	180	100	107	204	176	4	3	4
Ssurian	Tank	46	1220	13	13	21	22	26	18	22	6	VIT	PER	5	5	28	56	56	38	38	38	38	3	1	2	Ssurian	CrocAztecheadtexturehydromancerx	315	250	0.5	N	OrbakWaterHorse	40								BomaBeast	10								Tank40	19	127	149	137	129	140	8	4	6
Valley Cairnmog	Bruiser	46	740	38	20	25	20	25	15	20	16	VIT	MGT	56	38	28	56	28	19	19	9	9	0	0	0	ValleyCairnmog	MonsterANexorcist	819	53	0.75	N	GiantGaruBear	35		Red			1			BurrowberryBird	80								Bruiser40	27	181	147	104	159	134	7	2	5
Valley Cairnmog Alpha	Bruiser	46	740	38	20	25	17	25	15	20	15	VIT	MGT	56	38	28	56	28	19	19	9	9	0	0	0	ValleyCairnmogAlpha	MonsterANexorcist	819	104	0.75	N	Orray	35								Allosaurus	5	Black	Green	Orange	1	1	1	W	Bruiser40	27	181	147	104	159	134	7	2	3
Valley Nashtah	Balanced	46	592	28	28	20	24	16	20	24	13	PER	AGI	38	38	38	38	38	28	28	28	28	3	3	3	ValleyNashtah	Basilisk	625	396	1	N	Aardvark	50								Blastail	15								Balanced40	43	162	116	122	156	156	3	5	7
Viper	Evasion	46	536	17	8	18	34	15	13	25	13	PER	AGI	5	38	56	38	38	28	28	19	19	1	1	5	Viper	SnakeViperSwampMediumMaleioch	2104	260	1	N	Crocodile	30			Blue			1		Weasel	25								Evasion40	24	130	114	111	186	177	2	1	12
Warocas	Balanced	46	592	28	28	20	20	20	20	20	20	SOC	WIL	38	38	38	38	38	28	28	28	28	3	3	3	Warocas	BirdOstrichProjectQ	168	452	1	N	Grutchin	50								BurrowberryPack	10								Balanced40	43	158	122	122	144	144	5	5	5
Wildwoods Kinrath	Evasion	46	582	17	8	21	27	13	18	21	18	PER	AGI	5	38	56	38	38	28	28	19	19	1	1	5	WildwoodsKinrath	SWLORKinrath	302	88	1	N	MutatedBoar	50			White			1		BrambleLynx	15								Evasion40	24	126	111	119	165	165	1	4	8
Womprat	Evasion	46	628	17	8	21	29	13	20	24	10	PER	AGI	5	38	56	38	38	28	28	19	19	1	1	5	Womprat	RodentCapybarahydromancerx	603	249	1	N	SwampRat	50		Yellow			1			BalanoroForceMite	15								Evasion40	24	129	111	122	171	174	1	5	9
Aradile	Bruiser	47	896	38	20	30	12	31	20	17	12	VIT	MGT	58	38	29	58	29	19	19	10	10	0	0	0	Aradile	LizardGiantBrownCCP	4279	442	1	N	Bearbug	10	Blue			1				Wraid	50								Bruiser40	27	190	159	114	178	127	10	5	1
Crystal Spider	Force	47	866	7	34	23	10	23	23	28	12	AGI	WIL	5	5	38	10	58	29	29	19	58	4	5	4	CrystalSpider	SpiderCrystalBCCCPLUSHHYENAofDOOM	300	88	0.75	N	RazorhideHound	50								Tukata	10		Blue	Orange		1	1		Force40	24	130	99	147	136	169	6	6	0
Gimpassa	Force	47	819	7	34	22	5	28	25	25	13	VIT	WIL	5	5	38	10	58	29	29	19	58	4	5	4	Gimpassa	TortoiseMediumCCP	1039	452	1	N	JuvenileRancor	5	Orange	Orange	Orange	1	1	1		Cragscale	30	Red	Red		2	1			Force40	24	132	107	150	136	160	9	7	0
Jungle Bug	Evasion	47	829	17	8	28	18	18	12	34	8	MGT	AGI	5	38	58	38	38	29	29	19	19	1	1	5	JungleBug	InsectWaspGiantShadowM	2067	6	1	N	StingingSwarm	30								RoyalPlumage	10							S	Evasion40	24	141	120	111	169	207	4	1	4
Kath Hound	Damage	47	500	23	14	26	21	21	8	21	21	AGI	MGT	58	58	29	19	29	38	38	5	5	2	1	5	KathHound	SWLORKathHound	321	919	1	N	HornedKathHound	50								Hanadak	10	Black	Yellow	Purple	1	1	1		Damage40	43	186	105	96	168	139	5	0	5
K'lor'slug	Tank	47	1480	13	13	25	20	31	15	17	12	VIT	MGT	5	5	29	58	58	38	38	38	38	3	1	2	Klorslug	BuletteSmallUndeadPLUSHHYENAofDOOM	819	396	0.66	N	Dreamwalker	10			White			3		DeepwoodsRager	20								Tank40	19	132	159	135	145	127	10	2	5
Microtench	Evasion	47	547	17	8	18	18	20	18	32	11	AGI	VIT	5	38	58	38	38	29	29	19	19	1	1	5	Microtench	OctopusSmallCCP	4281	442	1	N	SereneGrovetreader	20								SpeckledSeer	30								Evasion40	24	127	123	120	181	201	5	4	4
Moraband Serpent	Force	47	819	7	34	21	26	13	31	16	11	WIL	PER	5	5	38	10	58	29	29	19	58	4	5	4	MorabandSerpent	SnakeViperSwampLargeMaleioch	2104	97	1	N	Terentatek	5	Black	Green	Orange	1	1	2	TWR	SpinedCrawler	20								Force40	24	133	84	159	145	133	1	10	8
Octotench	Tank	47	1198	13	13	20	18	23	16	30	11	AGI	VIT	5	5	29	58	58	38	38	38	38	3	1	2	Octotench	OctopusMediumCCP	4281	442	0.66	N	JuvenileChirodactyl	10	Black	Blue	White	1	1	1	MF	Porg	10			Purple			3		Tank40	19	130	147	137	142	166	6	3	4
Purbole	Evasion	47	453	17	8	15	31	18	18	28	8	AGI	PER	5	38	58	38	38	29	29	19	19	1	1	5	Purbole	Gibberling1Eremis	315	250	1	N	TundraPonderer	30								UnderseaCarver	10	Green	Blue		1	1			Evasion40	24	138	120	120	169	189	4	4	10
Qion Slug	Tank	47	1198	13	13	20	11	34	23	20	11	VIT	MGT	5	5	29	58	58	38	38	38	38	3	1	2	QionSlug	SlugHugeCCP	92	397	0.5	N	StonecladBehemoth	5	Red	Blue	Blue	2	2	2	MTWRFU	MutatedBoar	50								Tank40	19	127	164	147	154	136	12	6	0
Qion Tiger	Damage	47	500	23	14	25	23	20	15	25	11	MGT	AGI	58	58	29	19	29	38	38	5	5	2	1	5	QionTiger	CatTigerWhiteProjectQ	165	16	1	N	BinarianSabercat	20								BomaBeastBaby	30							WRU	Damage40	43	185	104	106	180	151	5	2	6
Raivor	Balanced	47	886	28	28	30	23	20	10	20	16	VIT	PER	38	38	38	38	38	29	29	29	29	3	3	3	Raivor	LizardLargeBrownbabayaga	1268	97	1	N	Katarn	15								Tach	40								Balanced40	43	163	123	108	145	145	5	0	6
Sand Beetle	Damage	47	594	23	14	30	20	20	13	26	10	MGT	AGI	58	58	29	19	29	38	38	5	5	2	1	5	SandBeetle	BeetleSlicerMedium	154	9	1	N	Dewback	25		Red			1			Tyrannosaurus	5	Red	Orange	Purple	1	1	1	M	Damage40	43	186	104	103	195	154	5	1	5
Sand Demon	Bruiser	47	849	38	20	28	16	28	21	20	8	VIT	MGT	58	38	29	58	29	19	19	10	10	0	0	0	SandDemon	DemonBebilith1	718	390	0.5	N	BlisteringBeetle	30								Hssiss	20								Bruiser40	27	188	155	115	169	136	9	5	3
Sandswimmer	Force	47	678	7	34	18	18	27	27	20	8	WIL	VIT	5	5	38	10	58	29	29	19	58	4	5	4	Sandswimmer	Aranea	143	396	1	N	Stegosaurus	5	Green		Red	1		1	SU	MushWarrior	15								Force40	24	134	105	153	133	145	8	8	4
Scorchellus	Balanced	47	839	28	28	28	20	25	22	15	10	VIT	MGT	38	38	38	38	38	29	29	29	29	3	3	3	Scorchellus	ScutellusPLUSHHYENAofDOOM	2096	442	1	N	SinkCrab	50								Triceratops	5	Orange	Red	White	1	1	1	T	Balanced40	43	168	130	126	160	130	7	6	5
