"AuditType","Tab","Row","Name","PerkType","File","Style","Price","Requirements","CharType","Type","PrimaryStat","SecondaryStat","ScalingSource","DevStatus","Description","Details"
"MissingAbilityDefinition","First Aid","11","Emergency Sealant I","","","Trauma Medic","3.0","First Aid 12","All","Combat","WIL","None","Design Only","Design","Stops Bleed or Burn on one target and grants HP regeneration equal to 2% of the target's maximum HP plus WIL scaling every 3 seconds for 12 seconds. Consumes medical supplies.",""
"MissingAbilityDefinition","First Aid","12","Kolto Mist I","","","Trauma Medic","3.0","First Aid 15","All","Combat","WIL","None","Design Only","Design","Restores HP over time to nearby allies within 3m for 12 seconds. Total healing equals 7% of each target's maximum HP plus WIL scaling. Consumes medical supplies.",""
"MissingAbilityDefinition","First Aid","13","Resuscitation I","","","Trauma Medic","3.0","First Aid 18","All","Combat","WIL","None","Design Only","Design","Revives an unconscious target with 1 HP. Consumes medical supplies.",""
"MissingAbilityDefinition","First Aid","14","Treatment Kit II","","","Trauma Medic","2.0","First Aid 22","All","Combat","None","None","Design Only","Design","Removes Bleed, Poison, Burn, Shock, and Disease from a single target. Consumes medical supplies.",""
"MissingAbilityDefinition","First Aid","15","Med Kit II","","","Trauma Medic","4.0","First Aid 25","All","Combat","WIL","None","Design Only","Design","Restores 20% of the target's maximum HP plus WIL scaling to a single target. Consumes medical supplies.",""
"MissingAbilityDefinition","First Aid","16","Infusion I","","","Trauma Medic","3.0","First Aid 28","All","Combat","WIL","None","Design Only","Design","Grants a single target regeneration, healing 3% of maximum HP plus WIL scaling every 3 seconds for 15 seconds. Consumes medical supplies.",""
"MissingAbilityDefinition","First Aid","17","Kolto Mist II","","","Trauma Medic","4.0","First Aid 30","All","Combat","WIL","None","Design Only","Design","Restores HP over time to nearby allies within 3m for 12 seconds. Total healing equals 12% of each target's maximum HP plus WIL scaling. Consumes medical supplies.",""
"MissingAbilityDefinition","First Aid","18","Resuscitation II","","","Trauma Medic","3.0","First Aid 35","All","Combat","WIL","None","Design Only","Design","Revives an unconscious target with 20% HP plus WIL scaling. Consumes medical supplies.",""
"MissingAbilityDefinition","First Aid","20","Med Kit III","","","Trauma Medic","4.0","First Aid 40","All","Combat","WIL","None","Design Only","Design","Restores 28% of the target's maximum HP plus WIL scaling to a single target. Consumes medical supplies.",""
"MissingAbilityDefinition","First Aid","21","Treatment Kit III","","","Trauma Medic","4.0","First Aid 42","All","Combat","None","None","Design Only","Design","Removes all standard physical and elemental ailments from a single target and grants 8 seconds of ailment resistance.",""
"MissingAbilityDefinition","First Aid","22","Emergency Triage","","","Trauma Medic","4.0","First Aid 45","All","Combat","WIL","None","Design Only","Design","Restores 18% of the target's maximum HP plus WIL scaling instantly. Healing is doubled if the target is below 35% HP. Consumes extra medical supplies.",""
"MissingAbilityDefinition","First Aid","23","Infusion II","","","Trauma Medic","3.0","First Aid 48","All","Combat","WIL","None","Design Only","Design","Grants a single target regeneration, healing 5% of maximum HP plus WIL scaling every 3 seconds for 15 seconds. Consumes medical supplies.",""
"MissingAbilityDefinition","First Aid","24","Med Kit IV","","","Trauma Medic","5.0","First Aid 50","All","Combat","WIL","None","Design Only","Design","Restores 36% of the target's maximum HP plus WIL scaling to a single target. Consumes medical supplies.",""
"MissingAbilityDefinition","First Aid","27","Adrenal Stim I","","","Combat Pharmacology","2.0","-","All","Combat","WIL","None","Design Only","Design","Restores 10% of maximum STM and restores 1 STM every 3 seconds for 12 seconds. Consumes a stim pack.",""
"MissingAbilityDefinition","First Aid","28","Shielding I","","","Combat Pharmacology","2.0","First Aid 5","All","Combat","WIL","None","Design Only","Design","Reduces physical and force damage taken by 5% for 3 minutes. Consumes a stim pack.",""
"MissingAbilityDefinition","First Aid","29","Coagulant I","","","Combat Pharmacology","3.0","First Aid 8","All","Combat","None","None","Design Only","Design","Grants 50% Bleed resistance and reduces incoming physical damage over time effects for 2 minutes. Consumes a stim pack.",""
"MissingAbilityDefinition","First Aid","30","Adrenal Stim II","","","Combat Pharmacology","3.0","First Aid 12","All","Combat","WIL","None","Design Only","Design","Restores 18% of maximum STM and grants STM regeneration for 12 seconds. Consumes a stim pack.",""
"MissingAbilityDefinition","First Aid","31","Pain Suppressant I","","","Combat Pharmacology","3.0","First Aid 15","All","Combat","WIL","None","Design Only","Design","Grants temporary HP and 10% damage reduction for 18 seconds. Consumes a stim pack.",""
"MissingAbilityDefinition","First Aid","32","Antitoxin I","","","Combat Pharmacology","3.0","First Aid 18","All","Combat","None","None","Design Only","Design","Grants 50% Poison and Disease resistance for 2 minutes and removes one Poison effect. Consumes a stim pack.",""
"MissingAbilityDefinition","First Aid","34","Shielding II","","","Combat Pharmacology","4.0","First Aid 25","All","Combat","WIL","None","Design Only","Design","Reduces physical and force damage taken by 8% for 3 minutes. Consumes a stim pack.",""
"MissingAbilityDefinition","First Aid","35","Focus Stim I","","","Combat Pharmacology","3.0","First Aid 28","All","Combat","WIL","None","Design Only","Design","Increases physical and Force ability Accuracy by 5% for 2 minutes. Consumes a stim pack.",""
"MissingAbilityDefinition","First Aid","36","Adrenal Stim III","","","Combat Pharmacology","4.0","First Aid 30","All","Combat","WIL","None","Design Only","Design","Restores 25% of maximum STM and grants STM regeneration for 12 seconds. Consumes a stim pack.",""
"MissingAbilityDefinition","First Aid","37","Pain Suppressant II","","","Combat Pharmacology","3.0","First Aid 35","All","Combat","WIL","None","Design Only","Design","Grants temporary HP and 15% damage reduction for 18 seconds. Consumes a stim pack.",""
"MissingAbilityDefinition","First Aid","39","Coagulant II","","","Combat Pharmacology","4.0","First Aid 40","All","Combat","None","None","Design Only","Design","Grants Bleed immunity and 20% resistance to physical damage over time effects for 2 minutes. Consumes a stim pack.",""
"MissingAbilityDefinition","First Aid","40","Shielding III","","","Combat Pharmacology","4.0","First Aid 42","All","Combat","WIL","None","Design Only","Design","Reduces physical and force damage taken by 11% for 3 minutes. Consumes a stim pack.",""
"MissingAbilityDefinition","First Aid","41","Focus Stim II","","","Combat Pharmacology","4.0","First Aid 45","All","Combat","WIL","None","Design Only","Design","Increases physical and Force ability Accuracy by 8% for 2 minutes. Consumes a stim pack.",""
"MissingAbilityDefinition","First Aid","43","Emergency Cocktail","","","Combat Pharmacology","5.0","First Aid 50","All","Combat","None","None","Design Only","Design","Applies full-strength Adrenal Stim, Pain Suppressant, and Antitoxin effects for 18 seconds. Consumes extra stim packs.",""
"MissingAbilityDefinition","First Aid","8","Med Kit I","","","Trauma Medic","2.0","-","All","Combat","WIL","None","Design Only","Design","Restores 10% of the target's maximum HP plus WIL scaling to a single target. Consumes medical supplies.",""
"MissingAbilityDefinition","First Aid","9","Treatment Kit I","","","Trauma Medic","2.0","First Aid 5","All","Combat","None","None","Design Only","Design","Removes Bleed and Poison from a single target. Consumes medical supplies.",""
"MissingAbilityDefinition","Force","10","Guardian Ward II","","","Light Guardian","3.0","Force 8","Force","Combat","WIL","None","Design Only","Design","Grants a single ally temporary HP equal to 9% of the target's maximum HP plus WIL scaling for 30 seconds.",""
"MissingAbilityDefinition","Force","12","Force Leap I","","","Light Guardian","3.0","Force 15","Force","Combat","WIL","None","Design Only","Design","Leap to a hostile target up to 15m away, dealing 10 force DMG plus WIL scaling and interrupting activation.",""
"MissingAbilityDefinition","Force","13","Soothing Guard I","","","Light Guardian","3.0","Force 18","Force","Combat","None","None","Design Only","Design","Removes one poison, bleed, burn, shock, or disease effect from an ally and grants 10% damage reduction for 8 seconds.",""
"MissingAbilityDefinition","Force","14","Force Push II","","","Light Guardian","2.0","Force 22","Force","Combat","None","None","Design Only","Design","Knock down up to 2 targets in a line for 2 seconds. slows movement for 3 seconds.",""
"MissingAbilityDefinition","Force","15","Guardian Ward III","","","Light Guardian","4.0","Force 25","Force","Combat","WIL","None","Design Only","Design","Grants a single ally temporary HP equal to 12% of the target's maximum HP plus WIL scaling for 30 seconds.",""
"MissingAbilityDefinition","Force","16","Aura of Courage","","","Light Guardian","3.0","Force 28","Force","Combat","WIL","None","Design Only","Design","Nearby party members take 5% less force damage and gain +10% resistance to fear, daze, and confusion for 30 seconds.",""
"MissingAbilityDefinition","Force","17","Force Intercept","","","Light Guardian","4.0","Force 30","Force","Combat","None","None","Design Only","Design","Leap to an ally up to 15m away and absorb 50% of the next hit they take within 8 seconds.",""
"MissingAbilityDefinition","Force","18","Force Leap II","","","Light Guardian","3.0","Force 35","Force","Combat","WIL","None","Design Only","Design","Leap to a hostile target up to 18m away, dealing 18 force DMG plus WIL scaling and interrupting activation.",""
"MissingAbilityDefinition","Force","19","Reflective Barrier","","","Light Guardian","3.0","Force 38","Force","Combat","WIL","None","Design Only","Design","Grants a single ally a barrier for 20 seconds. While active, 15% of force and energy damage taken is reflected to the attacker.",""
"MissingAbilityDefinition","Force","20","Purifying Wave","","","Light Guardian","4.0","Force 40","Force","Combat","WIL","None","Design Only","Design","Removes one major negative effect from nearby allies and restores HP equal to 8% of each target's maximum HP plus WIL scaling.",""
"MissingAbilityDefinition","Force","21","Guardian Ward IV","","","Light Guardian","4.0","Force 42","Force","Combat","WIL","None","Design Only","Design","Grants a single ally temporary HP equal to 15% of the target's maximum HP plus WIL scaling for 30 seconds.",""
"MissingAbilityDefinition","Force","22","Bastion of Light","","","Light Guardian","4.0","Force 45","Force","Combat","WIL","None","Design Only","Design","Nearby allies gain temporary HP and take 10% less force damage for 20 seconds.",""
"MissingAbilityDefinition","Force","23","Force Push III","","","Light Guardian","3.0","Force 48","Force","Combat","None","None","Design Only","Design","Knock down up to 3 targets in a cone for 2 seconds. slows movement for 4 seconds.",""
"MissingAbilityDefinition","Force","24","Last Stand of the Light","","","Light Guardian","5.0","Force 50","Force","Combat","WIL","None","Design Only","Design","For 12 seconds, damage that would drop the target below 1 HP is prevented once and the target gains temporary HP equal to 20% of maximum HP plus WIL scaling.",""
"MissingAbilityDefinition","Force","27","Benevolence I","","","Light Consular","2.0","-","Force","Combat","WIL","None","Design Only","Design","Restores 8% of the target's maximum HP plus WIL scaling to a single target. Healing gains +25% when targeting someone other than yourself.",""
"MissingAbilityDefinition","Force","28","Pacify I","","","Light Consular","2.0","Force 5","Force","Combat","WIL","None","Design Only","Design","Reduce a target's outgoing weapon and force damage by 5% for 20 seconds.",""
"MissingAbilityDefinition","Force","29","Renewal I","","","Light Consular","3.0","Force 8","Force","Combat","WIL","None","Design Only","Design","Applies regeneration to a single ally, restoring 2% of maximum HP plus WIL scaling every 3 seconds for 18 seconds.",""
"MissingAbilityDefinition","Force","30","Clarity I","","","Light Consular","3.0","Force 12","Force","Combat","WIL","None","Design Only","Design","Restores 10% of maximum STM to an ally and increases physical and force ability hit chance by 4% for 15 seconds. Self-target restores FP instead.",""
"MissingAbilityDefinition","Force","31","Mind Trick I","","","Light Consular","3.0","Force 15","Force","Combat","WIL","None","Design Only","Design","Confuse one non-mechanical target for 5 seconds.",""
"MissingAbilityDefinition","Force","32","Benevolence II","","","Light Consular","3.0","Force 18","Force","Combat","WIL","None","Design Only","Design","Restores 14% of the target's maximum HP plus WIL scaling to a single target. Healing gains +25% when targeting someone other than yourself.",""
"MissingAbilityDefinition","Force","33","Comprehend Speech","","","Light Consular","2.0","Force 22","Force","Combat","None","None","Design Only","Design","For 15 minutes, you count as having 15 additional ranks in all languages for understanding spoken speech.",""
"MissingAbilityDefinition","Force","34","Renewal II","","","Light Consular","4.0","Force 25","Force","Combat","WIL","None","Design Only","Design","Applies regeneration to a single ally, restoring 3% of maximum HP plus WIL scaling every 3 seconds for 18 seconds.",""
"MissingAbilityDefinition","Force","35","Pacify II","","","Light Consular","3.0","Force 28","Force","Combat","WIL","None","Design Only","Design","Reduce up to 2 nearby enemies' outgoing weapon and force damage by 8% for 20 seconds.",""
"MissingAbilityDefinition","Force","36","Force Mend","","","Light Consular","4.0","Force 30","Force","Combat","WIL","None","Design Only","Design","Removes one major negative effect from a single ally and restores HP equal to 16% of the target's maximum HP plus WIL scaling.",""
"MissingAbilityDefinition","Force","37","Mind Trick II","","","Light Consular","3.0","Force 35","Force","Combat","WIL","None","Design Only","Design","Confuse up to 2 non-mechanical targets for 5 seconds.",""
"MissingAbilityDefinition","Force","38","Clarity II","","","Light Consular","3.0","Force 38","Force","Combat","WIL","None","Design Only","Design","Restores 18% of maximum STM to an ally and increases physical and force ability hit chance by 6% for 15 seconds. Self-target restores FP instead.",""
"MissingAbilityDefinition","Force","39","Force Sanctuary","","","Light Consular","4.0","Force 40","Force","Combat","WIL","None","Design Only","Design","Creates a 4m sanctuary for 18 seconds. Allies inside gain regeneration equal to 2% of maximum HP plus WIL scaling every 3 seconds and take 5% less force damage.",""
"MissingAbilityDefinition","Force","40","Benevolence III","","","Light Consular","4.0","Force 42","Force","Combat","WIL","None","Design Only","Design","Restores 20% of the target's maximum HP plus WIL scaling to a single target. Healing gains +25% when targeting someone other than yourself.",""
"MissingAbilityDefinition","Force","41","Renewal III","","","Light Consular","4.0","Force 45","Force","Combat","WIL","None","Design Only","Design","Applies regeneration to a single ally, restoring 4% of maximum HP plus WIL scaling every 3 seconds for 18 seconds.",""
"MissingAbilityDefinition","Force","42","Pacify III","","","Light Consular","3.0","Force 48","Force","Combat","WIL","None","Design Only","Design","Reduces nearby enemies' outgoing weapon and force damage by 12% for 20 seconds.",""
"MissingAbilityDefinition","Force","43","Circle of Harmony","","","Light Consular","5.0","Force 50","Force","Combat","WIL","None","Design Only","Design","Restores 14% of maximum HP plus WIL scaling to nearby allies, removes one standard negative effect, and grants 1 FP and 1 STM every 3 seconds for 18 seconds.",""
"MissingAbilityDefinition","Force","46","Force Spark I","","","Dark Ravager","2.0","-","Force","Combat","WIL","None","Design Only","Design","Deals 18 force DMG plus WIL scaling to one target and reduce evasion chance by 4% for 20 seconds.",""
"MissingAbilityDefinition","Force","47","Force Body I","","","Dark Ravager","2.0","Force 5","Force","Combat","WIL","None","Design Only","Design","For 30 seconds, your damaging Dark powers restore 1 FP, but each cast costs HP equal to 2% of your maximum HP.",""
"MissingAbilityDefinition","Force","48","Force Lightning I","","","Dark Ravager","3.0","Force 8","Force","Combat","WIL","None","Design Only","Design","Deals 14 electrical force DMG plus WIL scaling to up to 3 targets.",""
"MissingAbilityDefinition","Force","49","Force Drain I","","","Dark Ravager","3.0","Force 12","Force","Combat","WIL","None","Design Only","Design","Deals 16 force DMG plus WIL scaling and heals you for 35% of damage dealt.",""
"MissingAbilityDefinition","Force","50","Saber Rend I","","","Dark Ravager","3.0","Force 15","Force","Combat","WIL","None","Design Only","Design","Your next melee attack deals +12 force DMG plus WIL scaling. Requires a melee weapon.",""
"MissingAbilityDefinition","Force","51","Force Rage I","","","Dark Ravager","3.0","Force 18","Force","Combat","WIL","None","Design Only","Design","Increases outgoing weapon and force damage by 8% and critical damage by 10% for 20 seconds, but increases damage taken by 5%.",""
"MissingAbilityDefinition","Force","52","Force Spark II","","","Dark Ravager","2.0","Force 22","Force","Combat","WIL","None","Design Only","Design","Deals 32 force DMG plus WIL scaling to one target and reduce evasion chance by 6% for 20 seconds.",""
"MissingAbilityDefinition","Force","53","Force Lightning II","","","Dark Ravager","4.0","Force 25","Force","Combat","WIL","None","Design Only","Design","Deals 24 electrical force DMG plus WIL scaling to up to 4 targets.",""
"MissingAbilityDefinition","Force","54","Force Drain II","","","Dark Ravager","3.0","Force 28","Force","Combat","WIL","None","Design Only","Design","Deals 28 force DMG plus WIL scaling and heals you for 40% of damage dealt.",""
"MissingAbilityDefinition","Force","55","Devouring Strike","","","Dark Ravager","4.0","Force 30","Force","Combat","WIL","None","Design Only","Design","Deals force DMG to one target. If the target is below 35% HP, damage is increased by 40%.",""
"MissingAbilityDefinition","Force","56","Saber Rend II","","","Dark Ravager","3.0","Force 35","Force","Combat","WIL","None","Design Only","Design","Your next melee attack deals +24 force DMG plus WIL scaling. Requires a melee weapon.",""
"MissingAbilityDefinition","Force","57","Force Body II","","","Dark Ravager","3.0","Force 38","Force","Combat","WIL","None","Design Only","Design","For 30 seconds, damaging Dark powers restore FP. Each cast costs HP, reduced when you damage a target below 50% HP.",""
"MissingAbilityDefinition","Force","58","Force Maelstrom","","","Dark Ravager","4.0","Force 40","Force","Combat","WIL","None","Design Only","Design","Deals force DMG to nearby enemies and pulls them slightly toward you.",""
"MissingAbilityDefinition","Force","59","Force Drain III","","","Dark Ravager","4.0","Force 42","Force","Combat","WIL","None","Design Only","Design","Deals 44 force DMG plus WIL scaling and heals you for 45% of damage dealt.",""
"MissingAbilityDefinition","Force","60","Force Rage II","","","Dark Ravager","4.0","Force 45","Force","Combat","WIL","None","Design Only","Design","Increases outgoing weapon and force damage by 14% and critical damage by 15% for 20 seconds, but increases damage taken by 8%.",""
"MissingAbilityDefinition","Force","61","Force Spark III","","","Dark Ravager","3.0","Force 48","Force","Combat","WIL","None","Design Only","Design","Deals 50 force DMG plus WIL scaling to one target and reduce evasion chance by 8% for 20 seconds.",""
"MissingAbilityDefinition","Force","62","Hunger of the Dark","","","Dark Ravager","5.0","Force 50","Force","Combat","WIL","None","Design Only","Design","For 12 seconds, Dark damage you deal heals you for 25% of damage dealt and defeated enemies restore FP.",""
"MissingAbilityDefinition","Force","65","Creeping Terror I","","","Dark Manipulator","2.0","-","Force","Combat","WIL","None","Design Only","Design","Hobble one target for 6 seconds and applies force damage over time equal to 12 force DMG plus WIL scaling over 18 seconds.",""
"MissingAbilityDefinition","Force","66","Force Grip I","","","Dark Manipulator","2.0","Force 5","Force","Combat","None","None","Design Only","Design","Immobilize one target for 3 seconds and interrupt activation.",""
"MissingAbilityDefinition","Force","67","Weaken Resolve I","","","Dark Manipulator","3.0","Force 8","Force","Combat","WIL","None","Design Only","Design","Increase force damage taken by 5% for 24 seconds.",""
"MissingAbilityDefinition","Force","68","Fracture Focus I","","","Dark Manipulator","3.0","Force 12","Force","Combat","WIL","None","Design Only","Design","Increase one target's FP and STM ability costs by 20% for 12 seconds.",""
"MissingAbilityDefinition","Force","69","Mind Shroud I","","","Dark Manipulator","3.0","Force 15","Force","Combat","WIL","None","Design Only","Design","Reduces force damage taken by 5% and grants +10% resistance to confusion, daze, and fear for 30 seconds.",""
"MissingAbilityDefinition","Force","70","Creeping Terror II","","","Dark Manipulator","3.0","Force 18","Force","Combat","WIL","None","Design Only","Design","Hobble up to 2 targets for 6 seconds and applies force damage over time for 18 seconds.",""
"MissingAbilityDefinition","Force","71","Force Grip II","","","Dark Manipulator","2.0","Force 22","Force","Combat","None","None","Design Only","Design","Immobilize one target for 4 seconds and interrupt activation.",""
"MissingAbilityDefinition","Force","72","Nightmare Field","","","Dark Manipulator","4.0","Force 25","Force","Combat","WIL","None","Design Only","Design","Nearby enemies suffer -10 Accuracy and -10 Evasion for 18 seconds.",""
"MissingAbilityDefinition","Force","73","Weaken Resolve II","","","Dark Manipulator","3.0","Force 28","Force","Combat","WIL","None","Design Only","Design","Increase force damage taken by 10% for 24 seconds.",""
"MissingAbilityDefinition","Force","74","Force Choke","","","Dark Manipulator","4.0","Force 30","Force","Combat","WIL","None","Design Only","Design","Daze one target for 3 seconds and apply force damage over time for 12 seconds.",""
"MissingAbilityDefinition","Force","75","Mind Shroud II","","","Dark Manipulator","3.0","Force 35","Force","Combat","WIL","None","Design Only","Design","Reduces force damage taken by 10% and grants +15% resistance to confusion, daze, and fear for 30 seconds.",""
"MissingAbilityDefinition","Force","76","Fracture Focus II","","","Dark Manipulator","3.0","Force 38","Force","Combat","WIL","None","Design Only","Design","Increase nearby enemies' FP and STM ability costs by 25% for 12 seconds.",""
"MissingAbilityDefinition","Force","77","Dominate Weak Mind","","","Dark Manipulator","4.0","Force 40","Force","Combat","WIL","None","Design Only","Design","Confuse one non-mechanical target for 8 seconds. Bosses instead suffer -15 Accuracy.",""
"MissingAbilityDefinition","Force","78","Creeping Terror III","","","Dark Manipulator","4.0","Force 42","Force","Combat","WIL","None","Design Only","Design","Hobble nearby enemies for 6 seconds and applies force damage over time for 18 seconds.",""
"MissingAbilityDefinition","Force","79","Collapse Will","","","Dark Manipulator","4.0","Force 45","Force","Combat","WIL","None","Design Only","Design","Apply Exposed and Force Erosion for 18 seconds.",""
"MissingAbilityDefinition","Force","8","Guardian Ward I","","","Light Guardian","2.0","-","Force","Combat","WIL","None","Design Only","Design","Grants a single ally temporary HP equal to 6% of the target's maximum HP plus WIL scaling for 30 seconds.",""
"MissingAbilityDefinition","Force","80","Force Grip III","","","Dark Manipulator","3.0","Force 48","Force","Combat","None","None","Design Only","Design","Immobilize up to 2 targets for 4 seconds and interrupt activation.",""
"MissingAbilityDefinition","Force","81","Eclipse of Resolve","","","Dark Manipulator","5.0","Force 50","Force","Combat","WIL","None","Design Only","Design","Nearby enemies suffer -15% hit chance, -15% evasion chance, and +25% FP and STM costs for 15 seconds.",""
"MissingAbilityDefinition","Force","9","Force Push I","","","Light Guardian","2.0","Force 5","Force","Combat","None","None","Design Only","Design","Knock down one target for 2 seconds. slows movement for 3 seconds.",""
"MissingAbilityDefinition","Leadership","25","Press the Attack I","","","Vanguard Command","2.0","Leadership 5","All","Combat","SOC","None","Design Only","Design","Nearby party members deal +4% damage for 10 seconds. SOC scaling can raise this to +6%.",""
"MissingAbilityDefinition","Leadership","27","Mark Target I","","","Vanguard Command","3.0","Leadership 12","All","Combat","SOC","None","Design Only","Design","Marks one enemy for 12 seconds. Party members deal +4% damage to the marked target. SOC scaling can raise this to +6%.",""
"MissingAbilityDefinition","Leadership","29","Press the Attack II","","","Vanguard Command","3.0","Leadership 18","All","Combat","SOC","None","Design Only","Design","Nearby party members deal +6% damage for 10 seconds. SOC scaling can raise this to +8%.",""
"MissingAbilityDefinition","Leadership","31","Break Morale I","","","Vanguard Command","3.0","Leadership 25","All","Combat","SOC","None","Design Only","Design","Nearby enemies suffer Flash for 12 seconds, reducing physical and Force ability hit chance by 8%. SOC scaling can raise the penalty to 10%.",""
"MissingAbilityDefinition","Leadership","34","Mark Target II","","","Vanguard Command","4.0","Leadership 35","All","Combat","SOC","None","Design Only","Design","Marks one enemy for 12 seconds. Party members deal +6% damage to the marked target, and the target suffers -6% evasion chance. SOC scaling can raise these to +8% damage and -8% evasion.",""
"MissingAbilityDefinition","Leadership","36","Press the Attack III","","","Vanguard Command","4.0","Leadership 40","All","Combat","SOC","None","Design Only","Design","Nearby party members gain +8% damage and +3% physical and Force ability hit chance for 12 seconds. SOC scaling can raise these to +10% damage and +4% hit chance.",""
"MissingAbilityDefinition","Leadership","37","Break Morale II","","","Vanguard Command","4.0","Leadership 42","All","Combat","SOC","None","Design Only","Design","Nearby enemies suffer Flash, reducing physical and Force ability hit chance by 12%, and Weakened, reducing outgoing damage by 8%, for 12 seconds. SOC scaling can raise these penalties to 14% and 10%.",""
"MissingAbilityDefinition","Leadership","40","Decisive Command","","","Vanguard Command","5.0","Leadership 50","All","Combat","SOC","None","Design Only","Design","For 20 seconds, nearby party members gain +14% damage, +8% physical and Force ability hit chance, and +8% critical hit chance. SOC scaling can raise these to +18%, +10%, and +10%.",""
"MissingAbilityDefinition","Leadership","44","Rousing Shout I","","","Field Steward","2.0","Leadership 5","All","Combat","SOC","None","Design Only","Design","Out of combat, revives an unconscious ally with 1 HP. In combat, stabilizes an unconscious ally for 10 seconds and grants temporary HP equal to 4% of maximum HP, capped at 6%, when they are revived.",""
"MissingAbilityDefinition","Leadership","46","Bolster Resolve I","","","Field Steward","3.0","Leadership 12","All","Combat","SOC","None","Design Only","Design","Nearby party members gain temporary HP equal to 4% of maximum HP for 12 seconds. SOC scaling can raise this to 6%.",""
"MissingAbilityDefinition","Leadership","48","Rousing Shout II","","","Field Steward","3.0","Leadership 18","All","Combat","SOC","None","Design Only","Design","Revives an unconscious ally with 8% HP and temporary HP equal to 6% of maximum HP for 10 seconds. SOC scaling can raise these to 10% HP and 8% temporary HP.",""
"MissingAbilityDefinition","Leadership","50","Cleanse Order I","","","Field Steward","3.0","Leadership 25","All","Combat","SOC","None","Design Only","Design","Removes one standard elemental or trauma ailment from nearby party members and grants temporary HP equal to 3% of maximum HP. SOC scaling can raise temporary HP to 5%.",""
"MissingAbilityDefinition","Leadership","53","Bolster Resolve II","","","Field Steward","4.0","Leadership 35","All","Combat","SOC","None","Design Only","Design","Nearby party members gain temporary HP equal to 6% of maximum HP and take 8% less damage for 12 seconds. SOC scaling can raise these to 8% temporary HP and 10% damage reduction.",""
"MissingAbilityDefinition","Leadership","55","Rousing Shout III","","","Field Steward","4.0","Leadership 40","All","Combat","SOC","None","Design Only","Design","Revives an unconscious ally with 14% HP, grants temporary HP equal to 8% of maximum HP, and reduces damage taken by 10% for 10 seconds. SOC scaling can raise these to 18% HP, 10% temporary HP, and 12% damage reduction.",""
"MissingAbilityDefinition","Leadership","56","Cleanse Order II","","","Field Steward","4.0","Leadership 42","All","Combat","SOC","None","Design Only","Design","Removes one major negative status effect from any resistance group and grants 10% damage reduction for 8 seconds. SOC scaling can raise this to 12%.",""
"MissingAbilityDefinition","Leadership","59","Hold the Line","","","Field Steward","5.0","Leadership 50","All","Combat","SOC","None","Design Only","Design","For 20 seconds, nearby party members gain temporary HP equal to 10% of maximum HP, take 25% less damage, and become immune to Mind and Mobility effects. SOC scaling can raise these to 12% temporary HP and 30% damage reduction.",""
