Group,NWScriptConstant,CSharpEnum,Value,VisualTags,Location,Colors,SelectionHint,SourcePage,ImageUrl
DUR,VFX_DUR_LIGHT_ORANGE_5,Vfx_Dur_Light_Orange_5,169,Duration or marker; light orange 5; location floor; colors orange,Floor,Orange,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/f/fc/Dur.lightorange5.jpg
DUR,VFX_DUR_LIGHT_ORANGE_10,Vfx_Dur_Light_Orange_10,170,Duration or marker; light orange 10; location floor; colors orange,Floor,Orange,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/d/d8/Dur.lightorange10.jpg
DUR,VFX_DUR_LIGHT_ORANGE_15,Vfx_Dur_Light_Orange_15,171,Duration or marker; light orange 15; location floor; colors orange,Floor,Orange,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/e/e1/Dur.lightorange15.jpg
DUR,VFX_DUR_LIGHT_ORANGE_20,Vfx_Dur_Light_Orange_20,172,Duration or marker; light orange 20; location floor; colors orange,Floor,Orange,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/b/bc/Dur.lightorange20.jpg
DUR,VFX_DUR_LIGHT_WHITE_5,Vfx_Dur_Light_White_5,173,Duration or marker; light white 5; location floor; colors white,Floor,White,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/9/92/Dur.lightwhite5.jpg
DUR,VFX_DUR_LIGHT_WHITE_10,Vfx_Dur_Light_White_10,174,Duration or marker; light white 10; location floor; colors white,Floor,White,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/3/3a/Dur.lightwhite10.jpg
DUR,VFX_DUR_LIGHT_WHITE_15,Vfx_Dur_Light_White_15,175,Duration or marker; light white 15; location floor; colors white,Floor,White,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/5/51/Dur.lightwhite15.jpg
DUR,VFX_DUR_LIGHT_WHITE_20,Vfx_Dur_Light_White_20,176,Duration or marker; light white 20; location floor; colors white,Floor,White,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/f/f0/Dur.lightwhite20.jpg
DUR,VFX_DUR_LIGHT_GREY_5,Vfx_Dur_Light_Grey_5,177,Duration or marker; light grey 5; location floor; colors green note: something strange going on here. the numerical value is the same but the readable text is not.,Floor,Green NOTE: Something strange going on here. The numerical value is the same but the readable text is not.,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/5/57/Dur.lightgrey5.jpg
DUR,VFX_DUR_LIGHT_GREY_10,Vfx_Dur_Light_Grey_10,178,Duration or marker; light grey 10; location floor; colors green note: something strange going on here. the numerical value is the same but the readable text is not.,Floor,Green NOTE: Something strange going on here. The numerical value is the same but the readable text is not.,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/e/e6/Dur.lightgrey10.jpg
DUR,VFX_DUR_LIGHT_GREY_15,Vfx_Dur_Light_Grey_15,179,Duration or marker; light grey 15; location floor; colors green note: something strange going on here. the numerical value is the same but the readable text is not.,Floor,Green NOTE: Something strange going on here. The numerical value is the same but the readable text is not.,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/d/da/Dur.lightgrey15.jpg
DUR,VFX_DUR_LIGHT_GREY_20,Vfx_Dur_Light_Grey_20,180,Duration or marker; light grey 20; location floor; colors grey,Floor,Grey,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/6/64/Dur.lightgray20.jpg
DUR,VFX_DUR_DARKVISION,Vfx_Dur_Darkvision,182,Duration or marker; darkvision,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/0/06/Dur.darkvision.jpg
DUR,VFX_DUR_CESSATE_NEUTRAL,Vfx_Dur_Cessate_Neutral,205,Duration or marker; cessate neutral; location above head; colors purple,Above Head,Purple,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/4/42/Dur.cessateneutral.jpg
DUR,VFX_DUR_CESSATE_POSITIVE,Vfx_Dur_Cessate_Positive,206,Duration or marker; cessate positive; location above head,Above Head,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/7/77/Dur.cessatepositive.jpg
DUR,VFX_DUR_CESSATE_NEGATIVE,Vfx_Dur_Cessate_Negative,207,Duration or marker; cessate negative; location above head; colors purple,Above Head,Purple,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/c/c0/Dur.cessatenegative.jpg
DUR,VFX_DUR_MIND_AFFECTING_DISABLED,Vfx_Dur_Mind_Affecting_Disabled,208,Duration or marker; mind affecting disabled; location about head; colors white,About Head,White,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/7/70/Dur.minddisabled.jpg
DUR,VFX_DUR_MIND_AFFECTING_DOMINATED,Vfx_Dur_Mind_Affecting_Dominated,209,"Duration or marker; mind affecting dominated; location about head; colors white, blue",About Head,"White, blue","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/3/39/Dur.minddominated.jpg
DUR,VFX_DUR_MIND_AFFECTING_FEAR,Vfx_Dur_Mind_Affecting_Fear,218,"Duration or marker; mind affecting fear; location about head; colors black, yellow, fire",About Head,"Black, yellow, fire","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/5/59/Dur.mindfear.jpg
DUR,VFX_DUR_GLOBE_MINOR,Vfx_Dur_Globe_Minor,220,Duration or marker; globe minor,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/c/c5/Dur.globeminor.jpg
DUR,VFX_DUR_PROTECTION_ELEMENTS,Vfx_Dur_Protection_Elements,224,"Duration or marker; protection elements; location about body; colors white, yellow",About Body,"White, yellow","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/5/5e/Dur.prot2elements.jpg
DUR,VFX_DUR_PROTECTION_GOOD_MINOR,Vfx_Dur_Protection_Good_Minor,225,Duration or marker; protection good minor; location above head; colors yellow,Above Head,Yellow,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/c/c7/Dur.prot2goodmin.jpg
DUR,VFX_DUR_PROTECTION_GOOD_MAJOR,Vfx_Dur_Protection_Good_Major,226,Duration or marker; protection good major; location about body; colors yellow,About Body,Yellow,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/0/01/Dur.prot2goodmaj.jpg
DUR,VFX_DUR_PROTECTION_EVIL_MINOR,Vfx_Dur_Protection_Evil_Minor,227,Duration or marker; protection evil minor; location above head; colors red,Above Head,Red,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/7/79/Dur.prot2evilmin.jpg
DUR,VFX_DUR_PROTECTION_EVIL_MAJOR,Vfx_Dur_Protection_Evil_Major,228,Duration or marker; protection evil major; location about body; colors red,About Body,Red,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/4/42/Dur.prot2evilmaj.jpg
DUR,VFX_DUR_MAGICAL_SIGHT,Vfx_Dur_Magical_Sight,229,Duration or marker; magical sight; location about head; colors multi,About Head,Multi,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/3/3f/Dur.magicalsight.jpg
DUR,VFX_DUR_WEB_MASS,Vfx_Dur_Web_Mass,230,Duration or marker; web mass; location area; colors white,Area,White,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/3/3a/Dur.webmass.jpg
DUR,VFX_DUR_PARALYZED,Vfx_Dur_Paralyzed,232,"Duration or marker; paralyzed; location about body; colors white, red",About Body,"White, red","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/3/30/Dur.paralyzed.jpg
DUR,VFX_DUR_GHOSTLY_PULSE,Vfx_Dur_Ghostly_Pulse,240,Duration or marker; ghostly pulse; location about body,About Body,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/e/e5/Dur.ghostlypulse.jpg
DUR,VFX_DUR_BLINDVISION,Vfx_Dur_Blindvision,242,Duration or marker; blindvision,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/f/fe/Dur.blindvision.jpg
DUR,VFX_DUR_LOWLIGHTVISION,Vfx_Dur_Lowlightvision,243,Duration or marker; lowlightvision,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/6/67/Dur.lowlightvision.jpg
DUR,VFX_DUR_ULTRAVISION,Vfx_Dur_Ultravision,244,Duration or marker; ultravision,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/9/91/Dur.ultravision.jpg
DUR,VFX_DUR_MIRV_ACID,Vfx_Dur_Mirv_Acid,245,Duration or marker; multi-projectile acid; location to body; colors green,To Body,Green,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/8/86/Dur.mirvacid.jpg
DUR,VFX_DUR_BLIND,Vfx_Dur_Blind,247,Duration or marker; blind,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/e/ec/Dur.blind.jpg
DUR,VFX_DUR_ANTI_LIGHT_10,Vfx_Dur_Anti_Light_10,248,Duration or marker; anti light 10; location area,Area,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/6/6f/Dur.antilight.jpg
DUR,VFX_DUR_MAGIC_RESISTANCE,Vfx_Dur_Magic_Resistance,249,Duration or marker; magic resistance; location about body; colors blue,About Body,Blue,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/c/c9/Dur.magicresist.jpg
DUR,VFX_DUR_AURA_COLD,Vfx_Dur_Aura_Cold,267,Duration or marker; aura cold; location about body; colors blue,About Body,Blue,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/c/ca/Dur.auracold.jpg
DUR,VFX_DUR_AURA_FIRE,Vfx_Dur_Aura_Fire,268,"Duration or marker; aura fire; location about body; colors fire, yellow",About Body,"Fire, yellow","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/1/11/Dur.aurafire.jpg
DUR,VFX_DUR_AURA_POISON,Vfx_Dur_Aura_Poison,269,Duration or marker; aura poison; location about body; colors green,About Body,Green,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/a/ae/Dur.aurapoison.jpg
DUR,VFX_DUR_AURA_DISEASE,Vfx_Dur_Aura_Disease,270,"Duration or marker; aura disease; location about body; colors green, brown",About Body,"Green, brown","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/6/67/Dur.auradisease.jpg
DUR,VFX_DUR_AURA_ODD,Vfx_Dur_Aura_Odd,271,Duration or marker; aura odd; location about body,About Body,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/f/f3/Dur.auraodd.jpg
DUR,VFX_DUR_AURA_SILENCE,Vfx_Dur_Aura_Silence,272,Duration or marker; aura silence; location about body,About Body,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/e/e2/Dur.aurasilence.jpg
DUR,VFX_DUR_BARD_SONG,Vfx_Dur_Bard_Song,277,Duration or marker; bard song; location above head; colors white,Above Head,White,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/6/69/Dur.bardsong.jpg
DUR,VFX_DUR_AURA_DRAGON_FEAR,Vfx_Dur_Aura_Dragon_Fear,291,Duration or marker; aura dragon fear; location about body; colors yellow,About Body,Yellow,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/6/6f/Dur.auradragonfear.jpg
DUR,VFX_DUR_FLAG_RED,Vfx_Dur_Flag_Red,303,"Duration or marker; flag red; location torso; colors red, white",Torso,"Red, white","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/d/dc/Dur.flagred.jpg
DUR,VFX_DUR_FLAG_BLUE,Vfx_Dur_Flag_Blue,304,"Duration or marker; flag blue; location torso; colors blue, white",Torso,"Blue, white","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/2/23/Dur.flagblue.jpg
DUR,VFX_DUR_FLAG_GOLD,Vfx_Dur_Flag_Gold;Vfx_Dur_Flag_Purple_Fixed,305,"Duration or marker; flag gold; location torso; colors purple, white note: this value is incorrect (same value as vfx_dur_flag_purple_fixed) but left in for back compatibility. to get the gold flag, use vfx_dur_flag_gold_fixed.",Torso,"Purple, white NOTE: This value is incorrect (same value as VFX_DUR_FLAG_PURPLE_FIXED) but left in for back compatibility. To get the gold flag, use VFX_DUR_FLAG_GOLD_FIXED.","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/b/ba/Dur.flagpurplefixed.jpg
DUR,VFX_DUR_FLAG_PURPLE_FIXED,Vfx_Dur_Flag_Gold;Vfx_Dur_Flag_Purple_Fixed,305,"Duration or marker; flag purple fixed; location torso; colors purple, white note: this is the same integer value as vfx_dur_flag_gold.",Torso,"Purple, white NOTE: This is the same integer value as VFX_DUR_FLAG_GOLD.","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/b/ba/Dur.flagpurplefixed.jpg
DUR,VFX_DUR_FLAG_GOLD_FIXED,Vfx_Dur_Flag_Purple;Vfx_Dur_Flag_Gold_Fixed,306,"Duration or marker; flag gold fixed; location torso; colors yellow, black note: this is the same integer value as vfx_dur_flag_purple.",Torso,"Yellow, black NOTE: This is the same integer value as VFX_DUR_FLAG_PURPLE.","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/0/09/Dur.flaggoldfixed.jpg
DUR,VFX_DUR_FLAG_PURPLE,Vfx_Dur_Flag_Purple;Vfx_Dur_Flag_Gold_Fixed,306,"Duration or marker; flag purple; location torso; colors yellow, black note: this value is incorrect (same value as vfx_dur_flag_gold_fixed) but left in for back compatibility. to get the purple flag, use vfx_dur_flag_purple_fixed.",Torso,"Yellow, black NOTE: This value is incorrect (same value as VFX_DUR_FLAG_GOLD_FIXED) but left in for back compatibility. To get the purple flag, use VFX_DUR_FLAG_PURPLE_FIXED.","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/0/09/Dur.flaggoldfixed.jpg
DUR,VFX_DUR_BIGBYS_INTERPOSING_HAND,Vfx_Dur_Bigbys_Interposing_Hand,314,Duration or marker; bigbys interposing hand; location about body; colors green,About Body,Green,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/6/64/Dur.bigbyinterposinghand.jpg
DUR,VFX_DUR_BIGBYS_CLENCHED_FIST,Vfx_Dur_Bigbys_Clenched_Fist,316,Duration or marker; bigbys clenched fist; location about body; colors green,About Body,Green,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/0/0d/Dur.bigbyclenchedfist.jpg
DUR,VFX_DUR_BIGBYS_CRUSHING_HAND,Vfx_Dur_Bigbys_Crushing_Hand,317,Duration or marker; bigbys crushing hand; location about body; colors green,About Body,Green,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/b/b3/Dur.bigbycrushinghand.jpg
DUR,VFX_DUR_BIGBYS_GRASPING_HAND,Vfx_Dur_Bigbys_Grasping_Hand,318,Duration or marker; bigbys grasping hand; location about body; colors green,About Body,Green,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/a/a2/Dur.bigbygraspinghand.jpg
DUR,VFX_DUR_CALTROPS,Vfx_Dur_Caltrops,319,Duration or marker; caltrops,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/9/95/Dur.caltrops.jpg
DUR,VFX_DUR_SMOKE,Vfx_Dur_Smoke,320,Duration or marker; smoke; colors white,,White,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/f/f5/Dur.smoke.jpg
DUR,VFX_DUR_PIXIEDUST,Vfx_Dur_Pixiedust,321,Duration or marker; pixiedust; location about body; colors green,About Body,Green,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/b/bf/Dur.pixiedust.jpg
DUR,VFX_DUR_TENTACLE,Vfx_Dur_Tentacle,346,Duration or marker; tentacle,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/8/85/Dur.tentacle.jpg
DUR,VFX_DUR_PETRIFY,Vfx_Dur_Petrify,351,Duration or marker; petrify; location about body; colors stone,About Body,Stone,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/c/cc/Dur.protstoneskin.jpg
DUR,VFX_DUR_FREEZE_ANIMATION,Vfx_Dur_Freeze_Animation,352,Duration or marker; freeze animation,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,
DUR,VFX_DUR_CUTSCENE_INVISIBILITY,Vfx_Dur_Cutscene_Invisibility,355,"Duration or marker; cutscene invisibility; location about body; colors none, clear",About Body,"None, clear","Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/5/50/Dur.cutsceneinvis.jpg
DUR,VFX_DUR_IOUNSTONE,Vfx_Dur_Iounstone,403,Duration or marker; iounstone,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/8/8c/Dur.iounstone.jpg
DUR,VFX_DUR_GLOW_LIGHT_BLUE,Vfx_Dur_Glow_Light_Blue,408,Duration or marker; glow light blue; location about body; colors blue,About Body,Blue,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/5/52/Dur.glowlightblue.jpg
DUR,VFX_DUR_GLOW_PURPLE,Vfx_Dur_Glow_Purple,409,Duration or marker; glow purple; location about body; colors purple,About Body,Purple,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/7/70/Dur.glowpurple.jpg
DUR,VFX_DUR_GLOW_BLUE,Vfx_Dur_Glow_Blue,410,Duration or marker; glow blue; location about body; colors blue,About Body,Blue,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/f/fd/Dur.glowblue.jpg
DUR,VFX_DUR_GLOW_RED,Vfx_Dur_Glow_Red,411,Duration or marker; glow red; location about body; colors red,About Body,Red,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/1/15/Dur.glowred.jpg
DUR,VFX_DUR_GLOW_LIGHT_RED,Vfx_Dur_Glow_Light_Red,412,Duration or marker; glow light red; location about body; colors red,About Body,Red,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/5/5a/Dur.glowlightred.jpg
DUR,VFX_DUR_GLOW_YELLOW,Vfx_Dur_Glow_Yellow,413,Duration or marker; glow yellow; location about body; colors yellow,About Body,Yellow,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/8/82/Dur.glowyellow.jpg
DUR,VFX_DUR_GLOW_LIGHT_YELLOW,Vfx_Dur_Glow_Light_Yellow,414,Duration or marker; glow light yellow; location about body; colors yellow,About Body,Yellow,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/e/e1/Dur.glowlightyellow.jpg
DUR,VFX_DUR_GLOW_GREEN,Vfx_Dur_Glow_Green,415,Duration or marker; glow green; location about body; colors green,About Body,Green,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/3/30/Dur.glowgreen.jpg
DUR,VFX_DUR_GLOW_LIGHT_GREEN,Vfx_Dur_Glow_Light_Green,416,Duration or marker; glow light green; location about body; colors green,About Body,Green,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/8/86/Dur.glowlightgreen.jpg
DUR,VFX_DUR_GLOW_ORANGE,Vfx_Dur_Glow_Orange,417,Duration or marker; glow orange; location about body; colors orange,About Body,Orange,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/7/7c/Dur.gloworange.jpg
DUR,VFX_DUR_GLOW_LIGHT_ORANGE,Vfx_Dur_Glow_Light_Orange,418,Duration or marker; glow light orange; location about body; colors orange,About Body,Orange,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/5/5b/Dur.glowlightorange.jpg
DUR,VFX_DUR_GLOW_BROWN,Vfx_Dur_Glow_Brown,419,Duration or marker; glow brown; location about body; colors brown,About Body,Brown,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/e/ef/Dur.glowbrown.jpg
DUR,VFX_DUR_GLOW_LIGHT_BROWN,Vfx_Dur_Glow_Light_Brown,420,Duration or marker; glow light brown; location about body; colors brown,About Body,Brown,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/c/cc/Dur.glowlightbrown.jpg
DUR,VFX_DUR_GLOW_GREY,Vfx_Dur_Glow_Grey,421,Duration or marker; glow grey; location about body; colors grey,About Body,Grey,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/4/48/Dur.glowgrey.jpg
DUR,VFX_DUR_GLOW_WHITE,Vfx_Dur_Glow_White,422,Duration or marker; glow white; location about body; colors white,About Body,White,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/c/c9/Dur.glowwhite.jpg
DUR,VFX_DUR_GLOW_LIGHT_PURPLE,Vfx_Dur_Glow_Light_Purple,423,Duration or marker; glow light purple; location about body; colors purple,About Body,Purple,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/9/96/Dur.glowlightpurple.jpg
DUR,VFX_DUR_GHOST_TRANSPARENT,Vfx_Dur_Ghost_Transparent,424,Duration or marker; ghost transparent; location about body; colors purple,About Body,Purple,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/a/a5/Dur.ghosttransparent.jpg
DUR,VFX_DUR_GHOST_SMOKE,Vfx_Dur_Ghost_Smoke,425,Duration or marker; ghost smoke; colors white,,White,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/b/b8/Dur.ghostsmoke.jpg
DUR,VFX_DUR_GLYPH_OF_WARDING,Vfx_Dur_Glyph_Of_Warding,445,Duration or marker; glyph of warding; location floor; colors yellow,Floor,Yellow,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/4/4b/Dur.glyphofwarding.jpg
DUR,VFX_DUR_DEATH_ARMOR,Vfx_Dur_Death_Armor,463,Duration or marker; death armor,,,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/6/6f/Dur.deatharmor.jpg
DUR,VFX_DUR_ICESKIN,Vfx_Dur_Iceskin,465,Duration or marker; iceskin; location about body; colors white,About Body,White,"Duration or marker graphic; use for persistent auras, ground markers, or status visuals.",https://www.nwnlexicon.com/Vfx_dur,https://www.nwnlexicon.com/images/1/14/Dur.iceskin.jpg
