"Type","Key","DisplayName","SemanticCategory","Rank","IconResRef","SourcePath","Alignment"
"Ability","FlashToss1","FlashToss1","Control","1","ife_flshtss1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FlashToss2","FlashToss2","Control","2","ife_flshtss2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FlashToss3","FlashToss3","Control","3","ife_flashtoss3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FlurryStance1","FlurryStance1","Self","1","ife_flurrystnc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FocusedArc1","FocusedArc1","Harmful","1","ife_focusedarc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FocusedArc2","FocusedArc2","Harmful","2","ife_focusedarc2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FocusedArc3","FocusedArc3","Harmful","3","ife_focusedarc3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FocusedArc4","FocusedArc4","Harmful","4","ife_focusedarc4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FocusedStance1","FocusedStance1","Self","1","ife_focstnc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FocusStim1","FocusStim1","Beneficial","1","ife_focusstim1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FocusStim2","FocusStim2","Beneficial","2","ife_focusstim2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Forcebane1","Forcebane1","Harmful","1","ife_forcebane1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ForceBondedBeast1","ForceBondedBeast1","Harmful","1","ife_forbndbst1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ForceCapacitor1","ForceCapacitor1","Self","1","ife_frccpctr1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ForceBurst1","ForceBurst1","Harmful","1","ife_fburst1","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","ForceChoke1","ForceChoke1","Control","1","ife_forcechoke1","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","ForceChoke2","ForceChoke2","Control","2","ife_forcechoke2","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","ForceChoke3","ForceChoke3","Control","3","ife_forcechoke3","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","ForceChoke4","ForceChoke4","Control","4","ife_forcechoke4","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","ForceDrain1","ForceDrain1","Harmful","1","ife_forcedrain1","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","ForceDrain2","ForceDrain2","Harmful","2","ife_forcedrain2","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","ForceDrain3","ForceDrain3","Harmful","3","ife_forcedrain3","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","ForceIntercept1","ForceIntercept1","Beneficial","1","ife_frcntrcpt1","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","ForceJudgment1","ForceJudgment1","Harmful","1","ife_forcejudge1","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","ForceJudgment2","ForceJudgment2","Harmful","2","ife_forcejudge2","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","ForceJudgment3","ForceJudgment3","Harmful","3","ife_forcejudge3","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","ForceLeap1","ForceLeap1","Harmful","1","ife_forceleap1","SWLOR_Haks\sw_2da\feat.2da","Neutral"
"Ability","ForceLeap2","ForceLeap2","Harmful","2","ife_forceleap2","SWLOR_Haks\sw_2da\feat.2da","Neutral"
"Ability","ForceLightning1","ForceLightning1","Harmful","1","ife_forcezap1","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","ForceLightning2","ForceLightning2","Harmful","2","ife_forcezap2","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","ForceLightning3","ForceLightning3","Harmful","3","ife_fzap3","SWLOR_Haks\sw_2da\feat.2da;SWLOR_Haks\sw_2da\spells.2da","Dark"
"Ability","ForcePush1","ForcePush1","Harmful","1","ife_forcepush1","SWLOR_Haks\sw_2da\feat.2da","Neutral"
"Ability","ForcePush2","ForcePush2","Harmful","2","ife_forcepush2","SWLOR_Haks\sw_2da\feat.2da","Neutral"
"Ability","ForcePush3","ForcePush3","Harmful","3","ife_forcepush3","SWLOR_Haks\sw_2da\feat.2da","Neutral"
"Ability","ForceRendTechnique","ForceRendTechnique","Harmful","","ife_force_rend","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ForceSanctuary1","ForceSanctuary1","Beneficial","1","ife_forcesanct1","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","ForceSheath1","ForceSheath1","Harmful","1","ife_frcsheath1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ForceSheath2","ForceSheath2","Harmful","2","ife_frcsheath2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ForceSheath3","ForceSheath3","Harmful","3","ife_frcsheath3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ForceSheath4","ForceSheath4","Harmful","4","ife_frcsheath4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ForceSpark1","ForceSpark1","Harmful","1","ife_forcespark1","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","ForceSpark2","ForceSpark2","Harmful","2","ife_forcespark2","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","ForceSpark3","ForceSpark3","Harmful","3","ife_forcespark3","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","ForceSunderTechnique","ForceSunderTechnique","Harmful","","ife_force_sundr","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ForceSuppression1","ForceSuppression1","Harmful","1","ife_forcesuppr1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ForceTouch1","ForceTouch1","Harmful","1","ife_forcetouch1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ForceTouch2","ForceTouch2","Harmful","2","ife_forcetouch2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ForceTouch3","ForceTouch3","Harmful","3","ife_forcetouch3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FortressStrike1","FortressStrike1","Harmful","1","ife_fortstrike1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FortressStrike2","FortressStrike2","Harmful","2","ife_fortstrike2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FortressStrike3","FortressStrike3","Harmful","3","ife_fortstrike3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FragGrenade1","FragGrenade1","Harmful","1","ife_fraggrenade1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FragGrenade2","FragGrenade2","Harmful","2","ife_fraggrenade2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FragGrenade3","FragGrenade3","Harmful","3","ife_fraggrenade3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FrenzySlash1","FrenzySlash1","Harmful","1","ife_frenzyslash1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FrenzySlash2","FrenzySlash2","Harmful","2","ife_frenzyslash2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FrenzySlash3","FrenzySlash3","Harmful","3","ife_frenzyslash3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FrenzySlash4","FrenzySlash4","Harmful","4","ife_frenzyslash4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FrostSpitTechnique","FrostSpitTechnique","Harmful","","ife_frost_spit","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","FuryStance1","FuryStance1","Self","1","ife_furystance1","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","FuryStance2","FuryStance2","Self","2","ife_furystance2","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","GamblerStance1","GamblerStance1","Self","1","ife_gmblrstnc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GhostProtocol","GhostProtocol","Self","","ife_ghostproto","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GlacialSlimeTechnique","Glacial Slime","Passive","","ife_mglacslime","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GoringChargeTechnique","GoringChargeTechnique","Harmful","","ife_gore_charge","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GraveTremor1","GraveTremor1","Harmful","1","ife_gravetremor1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GraveTremor2","GraveTremor2","Harmful","2","ife_gravetremor2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GrenadeBurstTechnique","GrenadeBurstTechnique","Harmful","","ife_gren_burst","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GroundQuake1","GroundQuake1","Harmful","1","ife_groundquake1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GroundQuake2","GroundQuake2","Harmful","2","ife_groundquake2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GroupDeflector1","GroupDeflector1","Beneficial","1","ife_grpdefl1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GuardCounter1","GuardCounter1","Harmful","1","ife_grdcounter1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GuardCounter2","GuardCounter2","Harmful","2","ife_grdcounter2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GuardCounter3","GuardCounter3","Harmful","3","ife_grdcounter3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GuardedBite1","GuardedBite1","Beneficial","1","ife_guardedbite1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GuardedBite2","GuardedBite2","Beneficial","2","ife_guardedbite2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GuardedBite3","GuardedBite3","Beneficial","3","ife_guardedbite3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GuardedChannel1","GuardedChannel1","Beneficial","1","ife_guardedchan1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GuardedChannel2","GuardedChannel2","Beneficial","2","ife_guardedchan2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GuardedChannel3","GuardedChannel3","Beneficial","3","ife_guardedchan3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GuardiansChallenge1","GuardiansChallenge1","Harmful","1","ife_grdnschll1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GuardiansChallenge2","GuardiansChallenge2","Harmful","2","ife_grdnschllng2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GuardiansChallenge3","GuardiansChallenge3","Beneficial","3","ife_guardchal3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GuardianWard1","GuardianWard1","Beneficial","1","ife_guardward1","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","GuardianWard2","GuardianWard2","Beneficial","2","ife_guardward2","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","GuardianWard3","GuardianWard3","Beneficial","3","ife_guardward3","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","GuardianWard4","GuardianWard4","Beneficial","4","ife_guardward4","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","GuardingRoar1","GuardingRoar1","Beneficial","1","ife_guardroar1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GuardingRoar2","GuardingRoar2","Beneficial","2","ife_guardroar2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GuardingRoar3","GuardingRoar3","Beneficial","3","ife_guardroar3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GuardLock1","GuardLock1","Beneficial","1","ife_guardlock1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GuardLock2","GuardLock2","Beneficial","2","ife_guardlock2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GunfighterStance1","GunfighterStance1","Self","1","ife_gunfstance1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","GunslingerFocus1","GunslingerFocus1","Self","1","ife_gunsfocus1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","HackingBlade1","HackingBlade1","Harmful","1","ife_hackbld1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","HackingBlade2","HackingBlade2","Harmful","2","ife_hackbld2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","HackingBlade3","HackingBlade3","Harmful","3","ife_hackbld3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","HamperingBarrage1","HamperingBarrage1","Harmful","1","ife_hamperbarr1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","HamperingBarrage2","HamperingBarrage2","Harmful","2","ife_hamperbarr2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Hamstring1","Hamstring1","Harmful","1","ife_hamstring1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Hamstring2","Hamstring2","Harmful","2","ife_hamstring2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Hamstring3","Hamstring3","Harmful","3","ife_hamstring3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Hasten1","Hasten1","Beneficial","1","ife_hasten1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Hasten2","Hasten2","Beneficial","2","ife_hasten2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Headshot1","Headshot1","Harmful","1","ife_headshot1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Headshot2","Headshot2","Harmful","2","ife_headshot2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Hemorrhage1","Hemorrhage1","Harmful","1","ife_hemorrhage1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Hemorrhage2","Hemorrhage2","Harmful","2","ife_hemorrhage2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","HoarfrostGlobTechnique","Hoarfrost Glob","Passive","","ife_mhoarglob","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","HoldfastSlam","HoldfastSlam","Harmful","","ife_holdslam","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","HoldfastSlamTechnique","Holdfast Slam","Harmful","","ife_mholdslam","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","HoldTheLine1","HoldTheLine1","Beneficial","1","ife_holdline1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","HookingStrike1","HookingStrike1","Harmful","1","ife_hookstrk1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","HookingStrike2","HookingStrike2","Harmful","2","ife_hookstrk2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","HookingStrike3","HookingStrike3","Harmful","3","ife_hookstrk3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","HookingStrike4","HookingStrike4","Harmful","4","ife_hookstrk4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","HungerOfTheDark1","HungerOfTheDark1","Harmful","1","ife_hungerdark1","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","IceBreath1","IceBreath1","Harmful","1","ife_icebreath1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","IceBreath2","IceBreath2","Harmful","2","ife_icebreath2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","IceBreath3","IceBreath3","Harmful","3","ife_icebreath3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ImbuementStance1","ImbuementStance1","Self","1","ife_imbuestance","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ImmortalStance1","ImmortalStance1","Self","1","ife_immortstnc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ImmovableStance1","ImmovableStance1","Self","1","ife_immovstance","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ImpenetrableGuard1","ImpenetrableGuard1","Self","1","ife_impenguard1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Incapacitate1","Incapacitate1","Harmful","1","ife_incpctt1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","IncendiaryField1","IncendiaryField1","Harmful","1","ife_incendfld1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","IncendiaryField2","IncendiaryField2","Harmful","2","ife_incendfld2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","IncendiaryField3","IncendiaryField3","Harmful","3","ife_incendfld3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InfernoBlastTechnique","InfernoBlastTechnique","Harmful","","ife_inf_blast","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InfiniteConduit1","InfiniteConduit1","Self","1","ife_infconduit1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Infusion1","Infusion1","Beneficial","1","ife_infusion1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Infusion2","Infusion2","Beneficial","2","ife_infusion2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InnerCircleBind","InnerCircleBind","Control","","ife_circlebind","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InnerCircleBindTechnique","Inner Circle Bind","Control","","ife_mincirbind","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InnerCirclePounce","InnerCirclePounce","Harmful","","ife_circpoun","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InnerCirclePounceTechnique","Inner Circle Pounce","Harmful","","ife_mincirpoun","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InnerCircleSurge","InnerCircleSurge","Harmful","","ife_circsurge","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InnerCircleSurgeTechnique","Inner Circle Surge","Harmful","","ife_mincirsurge","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InnerCircleVolley","InnerCircleVolley","Control","","ife_cvolley","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InnerCircleVolleyTechnique","Inner Circle Volley","Harmful","","ife_mincirvol","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InnerRingFlurry","InnerRingFlurry","Harmful","","ife_ringflur","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InnerRingFlurryTechnique","Inner Ring Flurry","Harmful","","ife_minringflur","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Innervate1","Innervate1","Harmful","1","ife_innervate1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Innervate2","Innervate2","Harmful","2","ife_innervate2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Innervate3","Innervate3","Harmful","3","ife_innervate3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InnerVoid","InnerVoid","Control","","ife_invoid","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InnerVoidTechnique","Inner Void","Harmful","","ife_minnervoid","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Intercept1","Intercept1","Harmful","1","ife_intercept1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Intercept2","Intercept2","Harmful","2","ife_intercept2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InterruptingShot1","InterruptingShot1","Harmful","1","ife_intrptsht1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InterruptingShot2","InterruptingShot2","Harmful","2","ife_intrptsht2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InterruptingShot3","InterruptingShot3","Harmful","3","ife_intrptsht3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InterruptingSweep1","InterruptingSweep1","Harmful","1","ife_intrptsweep1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InterruptingSweep2","InterruptingSweep2","Harmful","2","ife_intrptsweep2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InterruptionStrike1","InterruptionStrike1","Harmful","1","ife_intrptstrk1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InterruptionStrike2","InterruptionStrike2","Harmful","2","ife_intrptstrk2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","InterruptionStrike3","InterruptionStrike3","Harmful","3","ife_intrptstrk3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Invincible1","Invincible1","Self","1","ife_invincible1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","IonBurstTechnique","IonBurstTechnique","Harmful","","ife_ion_burst","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","IonGrenade1","IonGrenade1","Harmful","1","ife_iongrenade1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","IonGrenade2","IonGrenade2","Harmful","2","ife_iongrenade2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","IonLance1","IonLance1","Harmful","1","ife_inlnc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","IonLance2","IonLance2","Harmful","2","ife_inlnc2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","IonLance3","IonLance3","Harmful","3","ife_inlnc3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","IronCarapaceTechnique","Iron Carapace","Passive","","ife_mironcarap","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","IronGuardStance1","IronGuardStance1","Self","1","ife_irongrdstnc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","IronHide1","IronHide1","Beneficial","1","ife_ironhide1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","IronHide2","IronHide2","Beneficial","2","ife_ironhide2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","IronHide3","IronHide3","Beneficial","3","ife_ironhide3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","IronWallStance1","IronWallStance1","Self","1","ife_irowalstn1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","JointLock1","JointLock1","Harmful","1","ife_jointlock1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","JointLock2","JointLock2","Harmful","2","ife_jointlock2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","JointLock3","JointLock3","Harmful","3","ife_jointlock3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","KillBox1","KillBox1","Harmful","1","ife_killbox1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","KillzoneBeacon1","KillzoneBeacon1","Harmful","1","ife_killznbcn1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","KoltoMist1","KoltoMist1","Beneficial","1","ife_koltomist1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","KoltoMist2","KoltoMist2","Beneficial","2","ife_koltomist2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LaceratingCut1","LaceratingCut1","Harmful","1","ife_laccut1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LaceratingCut2","LaceratingCut2","Harmful","2","ife_laccut2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LaceratingCut3","LaceratingCut3","Harmful","3","ife_laccut3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LaceratingCut4","LaceratingCut4","Harmful","4","ife_laccut4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LaceratingTwinCut1","LaceratingTwinCut1","Harmful","1","ife_lactwincut1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LaceratingTwinCut2","LaceratingTwinCut2","Harmful","2","ife_lactwincut2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LaceratingTwinCut3","LaceratingTwinCut3","Harmful","3","ife_lactwincut3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LaceratingTwinCut4","LaceratingTwinCut4","Harmful","4","ife_lactwincut4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LaceratorStance1","LaceratorStance1","Self","1","ife_lacstnc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LastBastion","LastBastion","Control","","ife_lastbast","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LastBastionTechnique","Last Bastion","Beneficial","","ife_mlastbast","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LastStandOfTheLight1","LastStandOfTheLight1","Beneficial","1","ife_lststndlght1","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","LastWord1","LastWord1","Harmful","1","ife_lstwrd1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LegSlash1","LegSlash1","Harmful","1","ife_legslash1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LegSlash2","LegSlash2","Harmful","2","ife_legslash2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LegSlash3","LegSlash3","Harmful","3","ife_legslash3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LegSweep1","LegSweep1","Harmful","1","ife_legsweep1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LegSweep2","LegSweep2","Harmful","2","ife_legsweep2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LegSweep3","LegSweep3","Harmful","3","ife_legsweep3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LegSweep4","LegSweep4","Harmful","4","ife_legsweep4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LineBreaker1","LineBreaker1","Harmful","1","ife_linebreaker1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LineBreaker2","LineBreaker2","Harmful","2","ife_linebreaker2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LineBreaker3","LineBreaker3","Harmful","3","ife_linebreaker3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LineBreaker4","LineBreaker4","Harmful","4","ife_linebreaker4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LockstepCrush","LockstepCrush","Control","","ife_lockcrsh","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","LockstepCrushTechnique","Lockstep Crush","Harmful","","ife_mlockcrush","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","MaelstromArc1","MaelstromArc1","Harmful","1","ife_mlstrmrc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","MaelstromArc2","MaelstromArc2","Harmful","2","ife_mlstrmrc2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","MaulingBiteTechnique","Mauling Bite","Passive","","ife_mmaulbite","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","MedKit1","MedKit1","Beneficial","1","ife_medkit1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","MedKit2","MedKit2","Beneficial","2","ife_medkit2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","MedKit3","MedKit3","Beneficial","3","ife_medkit3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","MedKit4","MedKit4","Beneficial","4","ife_medkit4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","MercilessAngle","MercilessAngle","Harmful","","ife_mercang","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","MercilessAngleTechnique","Merciless Angle","Harmful","","ife_mmercangle","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","MindSpikeTechnique","MindSpikeTechnique","Control","","ife_mind_spike","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","MindTrick1","MindTrick1","Control","1","ife_mindtrick1","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","MindTrick2","MindTrick2","Control","2","ife_mindtrick2","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","NerveStrike1","NerveStrike1","Harmful","1","ife_nervestrike1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","NerveStrike2","NerveStrike2","Harmful","2","ife_nervestrike2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","NeuralShock1","NeuralShock1","Harmful","1","ife_neuralshock1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","NeuralShock2","NeuralShock2","Harmful","2","ife_neuralshock2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","NightmareField1","NightmareField1","Harmful","1","ife_nightfld1","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","NullShockTechnique","NullShockTechnique","Harmful","","ife_null_shock","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","OneShot1","OneShot1","Harmful","1","ife_onesht1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","OpeningCut","OpeningCut","Harmful","","ife_opencut","SWLOR_Haks\sw_2da\feat.2da",""
