"Verdict","Scope","Tab","BibleRow","Style","BiblePrice","CodePrice","PerkName","BibleSkillRequirements","CodeRequirements","BibleCharacterType","BibleType","BiblePrimaryStat","BibleSecondaryStat","BibleScalingSource","BibleCrossSkill","BibleFP","BibleSTM","BibleCastingTime","BibleCooldownTime","BibleDevStatus","BibleAdditionalRequirements","BibleNotes","BibleDescription","CodeDescription","CodePerk","GrantedFeats","AbilityEvidence","FeatDescriptionEvidence","SpellDescriptionEvidence","Findings"
"PASS","Scoped implemented","Saberstaff","30","Tempest","2.0","2","Force Momentum","Saberstaff 5","Saberstaff 5; Character Type ForceSensitive","Force","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","After using a hostile combat ability, gain +5% Force Attack for 30 seconds, stacking up to +15%.","After using a hostile combat ability, gain +5% Force Attack for 30 seconds, stacking up to +15%.","ForceMomentum/SaberstaffTempest/Force Momentum rank 1","ForceMomentumTrait","ForceMomentumTrait: no active ability definition","ForceMomentumTrait: PASS exact Bible text TLK 5155","-",""
"PASS","Scoped implemented","Saberstaff","31","Tempest","2.0","2","Spinning Deflection I","Saberstaff 8","Saberstaff 8; Character Type ForceSensitive","Force","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","After using an area combat ability, gain +3 Ranged Deflection for 30 seconds.","After using an area combat ability, gain +3 Ranged Deflection for 30 seconds.","SpinningDeflection/SaberstaffTempest/Spinning Deflection rank 1","SpinningDeflectionTrait","SpinningDeflectionTrait: no active ability definition","SpinningDeflectionTrait: PASS exact Bible text TLK 5156","-",""
"PASS","Scoped implemented","Saberstaff","32","Tempest","2.0","2","Circle Slash I","Saberstaff 10","Saberstaff 10; Character Type ForceSensitive","Force","Combat","MGT","PER","Combat Formula","Yes","-","4.0","Instant","24 seconds","Implemented","","","Deals weapon DMG + 12 to enemies within 5m and grants +4 Ranged Deflection for 30 seconds.","Deals weapon DMG + 12 to enemies within 5m and grants +4 Ranged Deflection for 30 seconds.","CircleSlash/SaberstaffTempest/Circle Slash rank 1","CircleSlash1","CircleSlash1: CircleSlashAbilityDefinition.cs name='Circle Slash I' level=1 skill=Saberstaff activation=Casted FP=- STM=4 cast=0 cooldown=24","CircleSlash1: PASS exact Bible text TLK 5077","CircleSlash1: PASS exact Bible text TLK 5077",""
"PASS","Scoped implemented","Saberstaff","33","Tempest","2.0","2","Double Strike II","Saberstaff 12","Saberstaff 12; Character Type ForceSensitive","Force","Combat","MGT","PER","Combat Formula","Yes","-","5.0","Instant","18 seconds","Implemented","","","Strikes twice for weapon DMG + 11 each. If both hits land, gain +3 FP.","Strikes twice for weapon DMG + 11 each. If both hits land, gain +3 FP.","DoubleStrike/SaberstaffTempest/Double Strike rank 2","DoubleStrike2","DoubleStrike2: DoubleStrikeAbilityDefinition.cs name='Double Strike II' level=2 skill=Saberstaff activation=Casted FP=- STM=5 cast=0 cooldown=18","DoubleStrike2: PASS exact Bible text TLK 4466","DoubleStrike2: PASS exact Bible text TLK 4466",""
"PASS","Scoped implemented","Saberstaff","34","Tempest","4.0","4","Tempest Focus","Saberstaff 15","Saberstaff 15; Character Type ForceSensitive","Force","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Your hostile area abilities deal +10% damage if your Ranged Deflection has negated a ranged weapon auto-attack in the last 30 seconds.","Your hostile area abilities deal +10% damage if your Ranged Deflection has negated a ranged weapon auto-attack in the last 30 seconds.","TempestFocus/SaberstaffTempest/Tempest Focus rank 1","TempestFocusTrait","TempestFocusTrait: no active ability definition","TempestFocusTrait: PASS exact Bible text TLK 5201","-",""
"PASS","Scoped implemented","Saberstaff","35","Tempest","3.0","3","Maelstrom Arc I","Saberstaff 18","Saberstaff 18; Character Type ForceSensitive","Force","Combat","MGT","PER","Combat Formula","Yes","-","6.0","Instant","30 seconds","Implemented","","","Deals weapon DMG + 16 in a 5m x 5m cone. If your Ranged Deflection negated a ranged weapon auto-attack in the last 30 seconds, restore 4 FP.","Deals weapon DMG + 16 in a 5m x 5m cone. If your Ranged Deflection negated a ranged weapon auto-attack in the last 30 seconds, restore 4 FP.","MaelstromArc/SaberstaffTempest/Maelstrom Arc rank 1","MaelstromArc1","MaelstromArc1: MaelstromArcAbilityDefinition.cs name='Maelstrom Arc I' level=1 skill=Saberstaff activation=Casted FP=- STM=6 cast=0 cooldown=30","MaelstromArc1: PASS exact Bible text TLK 6151","MaelstromArc1: PASS exact Bible text TLK 6151",""
"PASS","Scoped implemented","Saberstaff","36","Tempest","4.0","4","Tempest Stance","Saberstaff 20","Saberstaff 20; Character Type ForceSensitive","Force","Stance","None","None","None","Yes","-","-","2 seconds","30 seconds","Implemented","","","While active, area combat abilities gain +10% damage and +5 Ranged Deflection for 30 seconds, but single-target damage is reduced by 10%.","While active, area combat abilities gain +10% damage and +5 Ranged Deflection for 30 seconds, but single-target damage is reduced by 10%.","TempestStance/SaberstaffTempest/Tempest Stance rank 1","TempestStance1","TempestStance1: TempestStanceAbilityDefinition.cs name='Tempest Stance' level=1 skill=Saberstaff activation=Casted FP=- STM=- cast=2 cooldown=30","TempestStance1: PASS exact Bible text TLK 5078","TempestStance1: PASS exact Bible text TLK 5078",""
"PASS","Scoped implemented","Saberstaff","37","Tempest","4.0","4","Spinning Deflection II","Saberstaff 22","Saberstaff 22; Character Type ForceSensitive","Force","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","After using an area combat ability, gain +5 Ranged Deflection for 30 seconds.","After using an area combat ability, gain +5 Ranged Deflection for 30 seconds.","SpinningDeflection/SaberstaffTempest/Spinning Deflection rank 2","","-","-","-",""
"PASS","Scoped implemented","Saberstaff","38","Tempest","4.0","4","Force Gyre","Saberstaff 25","Saberstaff 25; Character Type ForceSensitive","Force","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","When you gain Ranged Deflection from an ability, restore 2 FP. This can trigger once every 6 seconds.","When you gain Ranged Deflection from an ability, restore 2 FP. This can trigger once every 6 seconds.","ForceGyre/SaberstaffTempest/Force Gyre rank 1","ForceGyreTrait","ForceGyreTrait: no active ability definition","ForceGyreTrait: PASS exact Bible text TLK 4712","-",""
"PASS","Scoped implemented","Saberstaff","39","Tempest","3.0","3","Double Strike III","Saberstaff 28","Saberstaff 28; Character Type ForceSensitive","Force","Combat","MGT","PER","Combat Formula","Yes","-","8.0","Instant","18 seconds","Implemented","","","Strikes twice for weapon DMG + 17 each. If both hits land, gain +4 FP.","Strikes twice for weapon DMG + 17 each. If both hits land, gain +4 FP.","DoubleStrike/SaberstaffTempest/Double Strike rank 3","DoubleStrike3","DoubleStrike3: DoubleStrikeAbilityDefinition.cs name='Double Strike III' level=3 skill=Saberstaff activation=Casted FP=- STM=8 cast=0 cooldown=18","DoubleStrike3: PASS exact Bible text TLK 4469","DoubleStrike3: PASS exact Bible text TLK 4469",""
"PASS","Scoped implemented","Saberstaff","40","Tempest","4.0","4","Circle Slash II","Saberstaff 30","Saberstaff 30; Character Type ForceSensitive","Force","Combat","MGT","PER","Combat Formula","Yes","-","8.0","Instant","24 seconds","Implemented","","","Deals weapon DMG + 24 to enemies within 5m and grants +6 Ranged Deflection for 30 seconds.","Deals weapon DMG + 24 to enemies within 5m and grants +6 Ranged Deflection for 30 seconds.","CircleSlash/SaberstaffTempest/Circle Slash rank 2","CircleSlash2","CircleSlash2: CircleSlashAbilityDefinition.cs name='Circle Slash II' level=2 skill=Saberstaff activation=Casted FP=- STM=8 cast=0 cooldown=24","CircleSlash2: PASS exact Bible text TLK 5079","CircleSlash2: PASS exact Bible text TLK 5079",""
"PASS","Scoped implemented","Saberstaff","41","Tempest","3.0","3","Maelstrom Arc II","Saberstaff 32","Saberstaff 32; Character Type ForceSensitive","Force","Combat","MGT","PER","Combat Formula","Yes","-","9.0","Instant","30 seconds","Implemented","","","Deals weapon DMG + 30 in a 5m x 5m cone. If your Ranged Deflection negated a ranged weapon auto-attack in the last 30 seconds, restore 8 FP.","Deals weapon DMG + 30 in a 5m x 5m cone. If your Ranged Deflection negated a ranged weapon auto-attack in the last 30 seconds, restore 8 FP.","MaelstromArc/SaberstaffTempest/Maelstrom Arc rank 2","MaelstromArc2","MaelstromArc2: MaelstromArcAbilityDefinition.cs name='Maelstrom Arc II' level=2 skill=Saberstaff activation=Casted FP=- STM=9 cast=0 cooldown=30","MaelstromArc2: PASS exact Bible text TLK 6152","MaelstromArc2: PASS exact Bible text TLK 6152",""
"PASS","Scoped implemented","Saberstaff","42","Tempest","2.0","2","Flow of the Maelstrom","Saberstaff 35","Saberstaff 35; Character Type ForceSensitive","Force","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","After restoring FP from a combat ability, gain +10% Haste for 30 seconds.","After restoring FP from a combat ability, gain +10% Haste for 30 seconds.","FlowOfTheMaelstrom/SaberstaffTempest/Flow of the Maelstrom rank 1","FlowOfTheMaelstromTrait","FlowOfTheMaelstromTrait: no active ability definition","FlowOfTheMaelstromTrait: PASS exact Bible text TLK 5157","-",""
"PASS","Scoped implemented","Saberstaff","43","Tempest","4.0","4","Circle Slash III","Saberstaff 38","Saberstaff 38; Character Type ForceSensitive","Force","Combat","MGT","PER","Combat Formula","Yes","-","10.0","Instant","24 seconds","Implemented","","","Deals weapon DMG + 36 to enemies within 5m and grants +8 Ranged Deflection for 30 seconds.","Deals weapon DMG + 36 to enemies within 5m and grants +8 Ranged Deflection for 30 seconds.","CircleSlash/SaberstaffTempest/Circle Slash rank 3","CircleSlash3","CircleSlash3: CircleSlashAbilityDefinition.cs name='Circle Slash III' level=3 skill=Saberstaff activation=Casted FP=- STM=10 cast=0 cooldown=24","CircleSlash3: PASS exact Bible text TLK 5080","CircleSlash3: PASS exact Bible text TLK 5080",""
"PASS","Scoped implemented","Saberstaff","44","Tempest","5.0","5","Double Strike IV","Saberstaff 40","Saberstaff 40; Character Type ForceSensitive","Force","Combat","MGT","PER","Combat Formula","Yes","-","12.0","Instant","18 seconds","Implemented","","","Strikes twice for weapon DMG + 23 each. If both hits land, gain +5 FP.","Strikes twice for weapon DMG + 23 each. If both hits land, gain +5 FP.","DoubleStrike/SaberstaffTempest/Double Strike rank 4","DoubleStrike4","DoubleStrike4: DoubleStrikeAbilityDefinition.cs name='Double Strike IV' level=4 skill=Saberstaff activation=Casted FP=- STM=12 cast=0 cooldown=18","DoubleStrike4: PASS exact Bible text TLK 4473","DoubleStrike4: PASS exact Bible text TLK 4473",""
"PASS","Scoped implemented","Saberstaff","45","Tempest","4.0","4","Spinning Deflection III","Saberstaff 45","Saberstaff 45; Character Type ForceSensitive","Force","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","After using an area combat ability, gain +7 Ranged Deflection for 30 seconds.","After using an area combat ability, gain +7 Ranged Deflection for 30 seconds.","SpinningDeflection/SaberstaffTempest/Spinning Deflection rank 3","","-","-","-",""
"PASS","Scoped implemented","Saberstaff","46","Tempest","6.0","6","Saber Cyclone","Saberstaff 50","Saberstaff 50; Character Type ForceSensitive; Quest saber_cyclone_mastery","Force","Capstone","MGT","PER","Combat Formula","Yes","-","15.0","2 seconds","90 seconds","Implemented","","","For 45 seconds, area combat abilities restore 4 FP and grant +8 Ranged Deflection for 30 seconds.","For 45 seconds, area combat abilities restore 4 FP and grant +8 Ranged Deflection for 30 seconds.","SaberCyclone/SaberstaffTempest/Saber Cyclone rank 1","SaberCyclone1","SaberCyclone1: SaberCycloneAbilityDefinition.cs name='Saber Cyclone' level=1 skill=Saberstaff activation=Casted FP=- STM=15 cast=2 cooldown=90","SaberCyclone1: PASS exact Bible text TLK 5081","SaberCyclone1: PASS exact Bible text TLK 5081",""
"PASS","Scoped implemented","Katar","9","Iron Guard","2.0","2","Guard Counter I","Katar 2","Katar 2","All","Combat","MGT","PER","Combat Formula","Yes","-","3.0","Queued","18 seconds","Implemented","","","Queue your next auto attack to deal weapon DMG + 8. If you guarded an attack within the last 30 seconds, it deals weapon DMG + 16 instead.","Queue your next auto attack to deal weapon DMG + 8. If you guarded an attack within the last 30 seconds, it deals weapon DMG + 16 instead.","GuardCounter/KatarIronGuard/Guard Counter rank 1","GuardCounter1","GuardCounter1: GuardCounterAbilityDefinition.cs name='Guard Counter I' level=1 skill=Katar activation=Weapon FP=- STM=3 cast=0 cooldown=18","GuardCounter1: PASS exact Bible text TLK 5188","GuardCounter1: PASS exact Bible text TLK 5188",""
"PASS","Scoped implemented","Katar","10","Iron Guard","2.0","2","Iron Guard Training I","Katar 5","Katar 5","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Grants a 15% chance to guard against physical attacks, reducing that hit's damage by 20% and generating Enmity equal to the hit's incoming damage before Guard reduction.","Grants a 15% chance to guard against physical attacks, reducing that hit's damage by 20% and generating Enmity equal to the hit's incoming damage before Guard reduction.","IronGuardTraining/KatarIronGuard/Iron Guard Training rank 1","IronGuardTrainingTrait","IronGuardTrainingTrait: no active ability definition","IronGuardTrainingTrait: PASS exact Bible text TLK 4118","-",""
"PASS","Scoped implemented","Katar","11","Iron Guard","2.0","2","Redirecting Counter","Katar 8","Katar 8","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","When you guard an attack, your next attack within 30 seconds gains +10% critical chance and deals +10 DMG.","When you guard an attack, your next attack within 30 seconds gains +10% critical chance and deals +10 DMG.","RedirectingCounter/KatarIronGuard/Redirecting Counter rank 1","RedirectingCounterTrait","RedirectingCounterTrait: no active ability definition","RedirectingCounterTrait: PASS exact Bible text TLK 5202","-",""
"PASS","Scoped implemented","Katar","12","Iron Guard","2.0","2","Steel Shoulder","Katar 10","Katar 10","All","Combat","None","None","None","Yes","-","8.0","Instant","18 seconds","Implemented","","","Target party ally becomes Guarded while you gain Guarding. While within 5 meters, the Guarded target gains Guard equal to 50% of your Guard. Only one ward or guard link may protect a target.","Target party ally becomes Guarded while you gain Guarding. While within 5 meters, the Guarded target gains Guard equal to 50% of your Guard. Only one ward or guard link may protect a target.","TwinGuardStance/KatarIronGuard/Steel Shoulder rank 1","TwinGuardStance1","TwinGuardStance1: SteelShoulderAbilityDefinition.cs name='Steel Shoulder' level=1 skill=Katar activation=Casted FP=- STM=8 cast=0 cooldown=18","TwinGuardStance1: PASS exact Bible text TLK 4910","TwinGuardStance1: PASS exact Bible text TLK 4910",""
"PASS","Scoped implemented","Katar","13","Iron Guard","2.0","2","Guard Counter II","Katar 12","Katar 12","All","Combat","MGT","PER","Combat Formula","Yes","-","5.0","Queued","18 seconds","Implemented","","","Queue your next auto attack to deal weapon DMG + 18. If you guarded an attack within the last 30 seconds, it deals weapon DMG + 30 instead.","Queue your next auto attack to deal weapon DMG + 18. If you guarded an attack within the last 30 seconds, it deals weapon DMG + 30 instead.","GuardCounter/KatarIronGuard/Guard Counter rank 2","GuardCounter2","GuardCounter2: GuardCounterAbilityDefinition.cs name='Guard Counter II' level=2 skill=Katar activation=Weapon FP=- STM=5 cast=0 cooldown=18","GuardCounter2: PASS exact Bible text TLK 5189","GuardCounter2: PASS exact Bible text TLK 5189",""
"PASS","Scoped implemented","Katar","14","Iron Guard","3.0","3","Iron Guard Training II","Katar 15","Katar 15","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Guard chance increases to 25% and guarded hits restore 2 STM.","Guard chance increases to 25% and guarded hits restore 2 STM.","IronGuardTraining/KatarIronGuard/Iron Guard Training rank 2","","-","-","-",""
"PASS","Scoped implemented","Katar","15","Iron Guard","3.0","3","Iron Elbows","Katar 18","Katar 18","All","Trait","MGT","PER","Combat Formula","Yes","-","-","-","-","Implemented","","Converted from separate active ability to Trait row for the 4-6 active-button budget. Former active values: STM 7; casting Instant; cooldown 1 minute.","Whenever you Guard a hostile hit, release a pulse that deals 15 physical DMG to the attacker and all other enemies within 5 meters. Each affected enemy generates Enmity toward you equal to the guarded hit's incoming damage.","Whenever you Guard a hostile hit, release a pulse that deals 15 physical DMG to the attacker and all other enemies within 5 meters. Each affected enemy generates Enmity toward you equal to the guarded hit's incoming damage.","IronElbows/KatarIronGuard/Iron Elbows rank 1","IronElbowsTrait","IronElbowsTrait: no active ability definition","IronElbowsTrait: PASS exact Bible text TLK 3985","-",""
"PASS","Scoped implemented","Katar","16","Iron Guard","4.0","4","Whirling Guard","Katar 20","Katar 20","All","Combat","MGT","PER","Combat Formula","Yes","-","12.0","Instant","45 seconds","Implemented","","","For 30 seconds, you gain +20 Guard. Whenever you guard a hit, deal 8 physical DMG to that attacker. Your current Guarded target automatically receives the same effect if they are within 5 meters when activated.","For 30 seconds, you gain +20 Guard. Whenever you guard a hit, deal 8 physical DMG to that attacker. Your current Guarded target automatically receives the same effect if they are within 5 meters when activated.","WhirlingGuard/KatarIronGuard/Whirling Guard rank 1","WhirlingGuard1","WhirlingGuard1: WhirlingGuardAbilityDefinition.cs name='Whirling Guard' level=1 skill=Katar activation=Casted FP=- STM=12 cast=0 cooldown=45","WhirlingGuard1: PASS exact Bible text TLK 4948","WhirlingGuard1: PASS exact Bible text TLK 4948",""
"PASS","Scoped implemented","Katar","17","Iron Guard","4.0","4","Covering Claws","Katar 22","Katar 22","All","Trait","MGT","PER","Combat Formula","Yes","-","-","-","-","Implemented","","Converted from separate active ability to Trait row for the 4-6 active-button budget. Former active values: STM 8; casting Instant; cooldown 45 seconds.","Iron Guard ally-protection abilities cause enemies hit to generate +25% Enmity toward you for 30 seconds.","Iron Guard ally-protection abilities cause enemies hit to generate +25% Enmity toward you for 30 seconds.","CoveringClaws/KatarIronGuard/Covering Claws rank 1","CoveringClawsTrait","CoveringClawsTrait: no active ability definition","CoveringClawsTrait: PASS exact Bible text TLK 5158","-",""
"PASS","Scoped implemented","Katar","18","Iron Guard","4.0","4","Guard Reversal","Katar 25","Katar 25","All","Trait","MGT","PER","Combat Formula","Yes","-","-","-","-","Implemented","","Converted from separate active ability to Trait row for the 4-6 active-button budget. Former active values: STM 10; casting Instant; cooldown 1 minute.","After guarding an attack, your next Katar attack deals +35 DMG and inflicts Exposed, reducing Defense by 15% for 30 seconds.","After guarding an attack, your next Katar attack deals +35 DMG and inflicts Exposed, reducing Defense by 15% for 30 seconds.","GuardReversal/KatarIronGuard/Guard Reversal rank 1","GuardReversalTrait","GuardReversalTrait: no active ability definition","GuardReversalTrait: PASS exact Bible text TLK 5159","-",""
"PASS","Scoped implemented","Katar","19","Iron Guard","4.0","4","Iron Guard Training III","Katar 28","Katar 28","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Guard chance increases to 35% and guarded hits reduce physical damage by 30%.","Guard chance increases to 35% and guarded hits reduce physical damage by 30%.","IronGuardTraining/KatarIronGuard/Iron Guard Training rank 3","","-","-","-",""
"PASS","Scoped implemented","Katar","20","Iron Guard","4.0","4","Tag In","Katar 30","Katar 30","All","Combat","None","None","None","Yes","-","8.0","Instant","18 seconds","Implemented","","","Automatically targets your current Guarded ally if they are within 5 meters. Grants that target temporary HP equal to 15% of maximum HP for 30 seconds and grants you +20 Guard for 30 seconds.","Automatically targets your current Guarded ally if they are within 5 meters. Grants that target temporary HP equal to 15% of maximum HP for 30 seconds and grants you +20 Guard for 30 seconds.","TwinIntercept/KatarIronGuard/Tag In rank 1","TwinIntercept1","TwinIntercept1: TagInAbilityDefinition.cs name='Tag In' level=1 skill=Katar activation=Casted FP=- STM=8 cast=0 cooldown=18","TwinIntercept1: PASS exact Bible text TLK 4949","TwinIntercept1: PASS exact Bible text TLK 4949",""
"PASS","Scoped implemented","Katar","21","Iron Guard","3.0","3","Retaliatory Flow","Katar 32","Katar 32","All","Trait","MGT","PER","Combat Formula","Yes","-","-","-","-","Implemented","","","After you guard a hit, your next attack within 30 seconds deals +8 DMG and generates +40 Enmity.","After you guard a hit, your next attack within 30 seconds deals +8 DMG and generates +40 Enmity.","RetaliatoryFlow/KatarIronGuard/Retaliatory Flow rank 1","RetaliatoryFlowTrait","RetaliatoryFlowTrait: no active ability definition","RetaliatoryFlowTrait: PASS exact Bible text TLK 5203","-",""
"PASS","Scoped implemented","Katar","22","Iron Guard","2.0","2","Impenetrable Grip","Katar 35","Katar 35","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Gain +20 Mobility Resistance and +20 Mind Resistance. Guarded hits restore 4 STM.","Gain +20 Mobility Resistance and +20 Mind Resistance. Guarded hits restore 4 STM.","ImpenetrableGrip/KatarIronGuard/Impenetrable Grip rank 1","ImpenetrableGripTrait","ImpenetrableGripTrait: no active ability definition","ImpenetrableGripTrait: PASS exact Bible text TLK 4120","-",""
"PASS","Scoped implemented","Katar","23","Iron Guard","4.0","4","Guard Counter III","Katar 38","Katar 38","All","Combat","MGT","PER","Combat Formula","Yes","-","8.0","Queued","24 seconds","Implemented","","","Queue your next auto attack to deal weapon DMG + 28. If you guarded an attack within the last 30 seconds, it deals weapon DMG + 45 instead and inflicts Dazed for 15 seconds.","Queue your next auto attack to deal weapon DMG + 28. If you guarded an attack within the last 30 seconds, it deals weapon DMG + 45 instead and inflicts Dazed for 15 seconds.","GuardCounter/KatarIronGuard/Guard Counter rank 3","GuardCounter3","GuardCounter3: GuardCounterAbilityDefinition.cs name='Guard Counter III' level=3 skill=Katar activation=Weapon FP=- STM=8 cast=0 cooldown=24","GuardCounter3: PASS exact Bible text TLK 5988","GuardCounter3: PASS exact Bible text TLK 5988",""
"PASS","Scoped implemented","Katar","24","Iron Guard","5.0","5","Iron Wall Stance","Katar 40","Katar 40","All","Stance","None","None","None","Yes","-","-","2 seconds","30 seconds","Implemented","","","While active, grants +25% Defense, +20% Force Defense, and +30% Enmity generation, but reduces Attack by 25%.","While active, grants +25% Defense, +20% Force Defense, and +30% Enmity generation, but reduces Attack by 25%.","IronWallStance/KatarIronGuard/Iron Wall Stance rank 1","IronWallStance1","IronWallStance1: IronWallStanceAbilityDefinition.cs name='Iron Wall Stance' level=1 skill=Katar activation=Casted FP=- STM=- cast=2 cooldown=30","IronWallStance1: PASS exact Bible text TLK 1531","IronWallStance1: PASS exact Bible text TLK 1531",""
"PASS","Scoped implemented","Katar","25","Iron Guard","4.0","4","Guardian Reflexes","Katar 45","Katar 45","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","When you or your Guarded target are reduced below 30% HP, gain +25% guard chance for 30 seconds. This shared trigger can only occur once every 3 minutes.","When you or your Guarded target are reduced below 30% HP, gain +25% guard chance for 30 seconds. This shared trigger can only occur once every 3 minutes.","GuardianReflexes/KatarIronGuard/Guardian Reflexes rank 1","GuardianReflexesTrait","GuardianReflexesTrait: no active ability definition","GuardianReflexesTrait: PASS exact Bible text TLK 4913","-",""
"PASS","Scoped implemented","Katar","26","Iron Guard","6.0","6","Adamantine Guard","Katar 50","Katar 50; Quest adamantine_guard_mastery","All","Capstone","None","None","None","Yes","-","15.0","1 second","90 seconds","Implemented","","Player capstone: shared Capstone timer; uses a fixed 90-second capstone cooldown with a 45-second active duration and has no weapon/tool activation requirement.","For 45 seconds, gain +25 Guard. Guarded hits reduce damage by an additional 20% and generate 75% more enmity.","For 45 seconds, gain +25 Guard. Guarded hits reduce damage by an additional 20% and generate 75% more enmity.","AdamantineGuard/KatarIronGuard/Adamantine Guard rank 1","AdamantineGuard1","AdamantineGuard1: AdamantineGuardAbilityDefinition.cs name='Adamantine Guard' level=1 skill=Katar activation=Casted FP=- STM=15 cast=1 cooldown=90","AdamantineGuard1: PASS exact Bible text TLK 80960","AdamantineGuard1: PASS exact Bible text TLK 80960",""
"PASS","Scoped implemented","Katar","29","Scrapper","2.0","2","Hooking Strike I","Katar 2","Katar 2","All","Combat","MGT","PER","Combat Formula","Yes","-","3.0","Instant","18 seconds","Implemented","","","Deals weapon DMG + 8 and inflicts Hamstring for 30 seconds.","Deals weapon DMG + 8 and inflicts Hamstring for 30 seconds.","HookingStrike/KatarVenomCurrent/Hooking Strike rank 1","HookingStrike1","HookingStrike1: HookingStrikeAbilityDefinition.cs name='Hooking Strike I' level=1 skill=Katar activation=Casted FP=- STM=3 cast=0 cooldown=18","HookingStrike1: PASS exact Bible text TLK 5085","HookingStrike1: PASS exact Bible text TLK 5085",""
"PASS","Scoped implemented","Katar","30","Scrapper","2.0","2","Guard Training","Katar 5","Katar 5","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","After using a control ability, gain +10% Defense for 30 seconds.","After using a control ability, gain +10% Defense for 30 seconds.","GuardTraining/KatarVenomCurrent/Guard Training rank 1","GuardTrainingTrait","GuardTrainingTrait: no active ability definition","GuardTrainingTrait: PASS exact Bible text TLK 5160","-",""
"PASS","Scoped implemented","Katar","31","Scrapper","2.0","2","Scrapper Control I","Katar 8","Katar 8","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Your control abilities deal +4 DMG and gain +3% Ability Accuracy.","Your control abilities deal +4 DMG and gain +3% Ability Accuracy.","ScrapperControl/KatarVenomCurrent/Scrapper Control rank 1","ScrapperControlTrait","ScrapperControlTrait: no active ability definition","ScrapperControlTrait: PASS exact Bible text TLK 4724","-",""
"PASS","Scoped implemented","Katar","32","Scrapper","2.0","2","Joint Lock I","Katar 10","Katar 10","All","Combat","MGT","PER","Combat Formula","Yes","-","4.0","Instant","24 seconds","Implemented","","","Deals weapon DMG + 12. Inflicts Dazed for 15 seconds.","Deals weapon DMG + 12. Inflicts Dazed for 15 seconds.","JointLock/KatarVenomCurrent/Joint Lock rank 1","JointLock1","JointLock1: JointLockAbilityDefinition.cs name='Joint Lock I' level=1 skill=Katar activation=Casted FP=- STM=4 cast=0 cooldown=24","JointLock1: PASS exact Bible text TLK 5989","JointLock1: PASS exact Bible text TLK 5989",""
"PASS","Scoped implemented","Katar","33","Scrapper","2.0","2","Hooking Strike II","Katar 12","Katar 12","All","Combat","MGT","PER","Combat Formula","Yes","-","5.0","Instant","18 seconds","Implemented","","","Deals weapon DMG + 18 and inflicts Hamstring for 30 seconds.","Deals weapon DMG + 18 and inflicts Hamstring for 30 seconds.","HookingStrike/KatarVenomCurrent/Hooking Strike rank 2","HookingStrike2","HookingStrike2: HookingStrikeAbilityDefinition.cs name='Hooking Strike II' level=2 skill=Katar activation=Casted FP=- STM=5 cast=0 cooldown=18","HookingStrike2: PASS exact Bible text TLK 5087","HookingStrike2: PASS exact Bible text TLK 5087",""
"PASS","Scoped implemented","Katar","34","Scrapper","4.0","4","Redirecting Guard","Katar 15","Katar 15","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","When you control a target attacking an ally, gain +15% Enmity toward that target for 30 seconds.","When you control a target attacking an ally, gain +15% Enmity toward that target for 30 seconds.","RedirectingGuard/KatarVenomCurrent/Redirecting Guard rank 1","RedirectingGuardTrait","RedirectingGuardTrait: no active ability definition","RedirectingGuardTrait: PASS exact Bible text TLK 5161","-",""
"PASS","Scoped implemented","Katar","35","Scrapper","3.0","3","Interrupting Sweep I","Katar 18","Katar 18","All","Combat","MGT","PER","Combat Formula","Yes","-","6.0","Instant","30 seconds","Implemented","","","Deals weapon DMG + 16 to enemies within 5m and interrupts current hostile actions when possible.","Deals weapon DMG + 16 to enemies within 5m and interrupts current hostile actions when possible.","InterruptingSweep/KatarVenomCurrent/Interrupting Sweep rank 1","InterruptingSweep1","InterruptingSweep1: InterruptingSweepAbilityDefinition.cs name='Interrupting Sweep I' level=1 skill=Katar activation=Casted FP=- STM=6 cast=0 cooldown=30","InterruptingSweep1: PASS exact Bible text TLK 4499","InterruptingSweep1: PASS exact Bible text TLK 4499",""
